Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,MALATERRE,Jean Louis,Maire,Bâgé-le-Châtel,Ain,ARTHAUD Nathalie,03/02/2022,AIN,01,84,01BAGELECHATEL,01026
M.,DEBAT,Jean-François,Maire,Bourg-en-Bresse,Ain,HIDALGO Anne,03/02/2022,AIN,01,84,01BOURGENBRESSE,01053
Mme,GIVERNET,Olga,Députée,3ème circonscription,Ain,MACRON Emmanuel,03/02/2022,AIN,01,84,01EMECIRCONSCRIPTION,
M.,TROMPILLE,Stéphane,Député,4ème circonscription,Ain,MACRON Emmanuel,03/02/2022,AIN,01,84,01EMECIRCONSCRIPTION,
M.,COMTET,Laurent,Maire,Bouligneux,Ain,PÉCRESSE Valérie,03/02/2022,AIN,01,84,01BOULIGNEUX,01052
M.,FLOCHON,Jean-Yves,Maire,Ceyzériat,Ain,PÉCRESSE Valérie,03/02/2022,AIN,01,84,01CEYZERIAT,01072
M.,LURIN,Pierre,Conseiller départemental,,Ain,PÉCRESSE Valérie,03/02/2022,AIN,01,84,01,
M.,BROUSSART,Pierre,Maire,Ruffieu,Ain,ARTHAUD Nathalie,08/02/2022,AIN,01,84,01RUFFIEU,01330
M.,PETRONE,Dominique,Maire,Saint-Marcel,Ain,ARTHAUD Nathalie,08/02/2022,AIN,01,84,01SAINTMARCEL,01371
M.,WILLEMS,Jean-Marc,Maire,Asnières-sur-Saône,Ain,ARTHAUD Nathalie,08/02/2022,AIN,01,84,01ASNIERESSURSAONE,01023
M.,BATTISTA,Patrick,Maire,Niévroz,Ain,DUPONT-AIGNAN Nicolas,08/02/2022,AIN,01,84,01NIEVROZ,01276
M.,ANTOINET,Guy,Maire,Marsonnas,Ain,HIDALGO Anne,08/02/2022,AIN,01,84,01MARSONNAS,01236
M.,BEGUET,Daniel,Maire,Serrières-de-Briord,Ain,HIDALGO Anne,08/02/2022,AIN,01,84,01SERRIERESDEBRIORD,01403
M.,LEMAIRE,Michel,Maire,Mantenay-Montlin,Ain,HIDALGO Anne,08/02/2022,AIN,01,84,01MANTENAYMONTLIN,01230
M.,THEVENON,Jean-Jacques,Maire,Béréziat,Ain,HIDALGO Anne,08/02/2022,AIN,01,84,01BEREZIAT,01040
Mme,CERBAÏ,Florence,Conseillère régionale,Auvergne-Rhône-Alpes,Ain,JADOT Yannick,08/02/2022,AIN,01,84,01AUVERGNERHONEALPES,
M.,GIROD,Etienne,Maire,Bolozon,Ain,JADOT Yannick,08/02/2022,AIN,01,84,01BOLOZON,01051
M.,MEYER,Maxime,Conseiller régional,Auvergne-Rhône-Alpes,Ain,JADOT Yannick,08/02/2022,AIN,01,84,01AUVERGNERHONEALPES,
M.,BAL,Serge,Maire,Flaxieu,Ain,LASSALLE Jean,08/02/2022,AIN,01,84,01FLAXIEU,01162
M.,DARMEDRU,Emmanuel,Maire,Bohas-Meyriat-Rignat,Ain,LASSALLE Jean,08/02/2022,AIN,01,84,01BOHASMEYRIATRIGNAT,01245
M.,JAMME,Philippe,Maire,Verjon,Ain,LASSALLE Jean,08/02/2022,AIN,01,84,01VERJON,01432
M.,PASSAQUET,Christian,Maire,Ramasse,Ain,LASSALLE Jean,08/02/2022,AIN,01,84,01RAMASSE,01317
M.,CRISTIN,Yves,Maire,Lent,Ain,MACRON Emmanuel,08/02/2022,AIN,01,84,01LENT,01211
Mme,DOUARD,Dominique,Maire,Chavannes-sur-Reyssouze,Ain,MACRON Emmanuel,08/02/2022,AIN,01,84,01CHAVANNESSURREYSSOUZE,01094
M.,DOUSSOT,Jacques,Maire,Saint-Laurent-sur-Saône,Ain,MACRON Emmanuel,08/02/2022,AIN,01,84,01SAINTLAURENTSURSAONE,01370
M.,JANET,Guy,Maire,Conzieu,Ain,MACRON Emmanuel,08/02/2022,AIN,01,84,01CONZIEU,01117
M.,LINGLIN,Denis,Maire,Sergy,Ain,MACRON Emmanuel,08/02/2022,AIN,01,84,01SERGY,01401
M.,REY,Bernard,Maire,Saint-Bernard,Ain,MACRON Emmanuel,08/02/2022,AIN,01,84,01SAINTBERNARD,01339
M.,CUEILLE,Gérald,Maire,Colomieu,Ain,MÉLENCHON Jean-Luc,08/02/2022,AIN,01,84,01COLOMIEU,01110
M.,MOINE,Florian,Maire,Giron,Ain,MÉLENCHON Jean-Luc,08/02/2022,AIN,01,84,01GIRON,01174
M.,AUMONIER,Gabriel,Maire,Misérieux,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01MISERIEUX,01250
M.,BERTHOMIEU,Stéphane,Maire,Saint-Jean-de-Thurigneux,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01SAINTJEANDETHURIGNEUX,01362
M.,BIENVENU,Bernard,Maire,Polliat,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01POLLIAT,01301
M.,BRULHART,Michel,Maire,Saint-Jean-de-Gonville,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01SAINTJEANDEGONVILLE,01360
M.,CHAIZE,Patrick,Sénateur,,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01,
M.,DE LA VERPILLIÈRE,Charles,Député,2ème circonscription,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01EMECIRCONSCRIPTION,
Mme,ESCODA,Annie,Maire,Samognat,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01SAMOGNAT,01392
M.,GAITET,Jean-Pierre,Conseiller départemental,,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01,
M.,GINET,Emmanuel,Maire,Lhuis,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01LHUIS,01216
Mme,JOURNET,Catherine,Conseillère départementale,,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01,
Mme,LAROCHE,Elisabeth,Conseillère départementale,,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01,
M.,NANCHI,Alexandre,Conseiller régional,Auvergne-Rhône-Alpes,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01AUVERGNERHONEALPES,
Mme,VAUDRAY,Viviane,Conseillère départementale,,Ain,PÉCRESSE Valérie,08/02/2022,AIN,01,84,01,
M.,ROPELE,Jean-Pierre,Maire,Prémeyzel,Ain,THOUY Hélène,08/02/2022,AIN,01,84,01PREMEYZEL,01310
M.,CHAVENT,Marc,Maire,Cerdon,Ain,ZEMMOUR Éric,08/02/2022,AIN,01,84,01CERDON,01068
M.,DUPONT,Jean-Marc,Maire,Béon,Ain,ZEMMOUR Éric,08/02/2022,AIN,01,84,01BEON,01039
M.,JUILLET,Claude,Maire,Champagne-en-Valromey,Ain,DUPONT-AIGNAN Nicolas,10/02/2022,AIN,01,84,01CHAMPAGNEENVALROMEY,01079
Mme,BLATRIX CONTAT,Florence,Sénatrice,,Ain,HIDALGO Anne,10/02/2022,AIN,01,84,01,
M.,VERNAY,Paul,Maire,Pérouges,Ain,JADOT Yannick,10/02/2022,AIN,01,84,01PEROUGES,01290
M.,BUISSON,Jérôme,Conseiller régional,Auvergne-Rhône-Alpes,Ain,LE PEN Marine,10/02/2022,AIN,01,84,01AUVERGNERHONEALPES,
Mme,PIROUX GIANNOTTI,Brigitte,Conseillère régionale,Auvergne-Rhône-Alpes,Ain,LE PEN Marine,10/02/2022,AIN,01,84,01AUVERGNERHONEALPES,
Mme,BARDE,Nathalie,Conseillère départementale,,Ain,PÉCRESSE Valérie,10/02/2022,AIN,01,84,01,
Mme,FOURNIER,Clotilde,Conseillère départementale,,Ain,PÉCRESSE Valérie,10/02/2022,AIN,01,84,01,
M.,MATHIAS,Patrick,Conseiller départemental,,Ain,PÉCRESSE Valérie,10/02/2022,AIN,01,84,01,
M.,MORANDAT,Olivier,Maire,Chanoz-Châtenay,Ain,POUTOU Philippe,10/02/2022,AIN,01,84,01CHANOZCHATENAY,01084
M.,PIOT,Jacques,Maire,Béligneux,Ain,RIVOAL Stéphanie,10/02/2022,AIN,01,84,01BELIGNEUX,01032
M.,BUELLET,Jean Paul,Maire,Confrançon,Ain,ARTHAUD Nathalie,15/02/2022,AIN,01,84,01CONFRANCON,01115
M.,VAILLOUD,Damien,Maire,Condamine,Ain,ARTHAUD Nathalie,15/02/2022,AIN,01,84,01CONDAMINE,01112
M.,THIBOUD,Bernard,Maire,Anglefort,Ain,DUPONT-AIGNAN Nicolas,15/02/2022,AIN,01,84,01ANGLEFORT,01010
Mme,WIEL,Monique,Maire,Val-Revermont,Ain,HIDALGO Anne,15/02/2022,AIN,01,84,01VALREVERMONT,01426
Mme,COMET,Claude,Maire,Parves et Nattages,Ain,JADOT Yannick,15/02/2022,AIN,01,84,01PARVESETNATTAGES,01286
M.,BOUVIER,Georges,Maire,Rossillon,Ain,KUZMANOVIC Georges,15/02/2022,AIN,01,84,01ROSSILLON,01329
