Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,MALLERON,Didier,Conseiller départemental,,Finistère,HIDALGO Anne,01/02/2022,FINISTERE,29,53,29,
Mme,SARRABEZOLLES,Nathalie,Conseillère départementale,,Finistère,HIDALGO Anne,01/02/2022,FINISTERE,29,53,29,
M.,LE GALL,Jean Noël,Maire,Irvillac,Finistère,PÉCRESSE Valérie,01/02/2022,FINISTERE,29,53,29IRVILLAC,29086
M.,DUPONT,Ismaël,Conseiller départemental,,Finistère,ROUSSEL Fabien,01/02/2022,FINISTERE,29,53,29,
M.,RANNOU,Jacques,Maire délégué d'une commune associée ou d'une commune déléguée,Rosporden,Finistère,ROUSSEL Fabien,01/02/2022,FINISTERE,29,53,29ROSPORDEN,29241
Mme,BERNARD,Nathalie,Maire,Plougasnou,Finistère,HIDALGO Anne,03/02/2022,FINISTERE,29,53,29PLOUGASNOU,29188
Mme,BONNARD LE FLOC'H,Frédérique,Conseillère départementale,,Finistère,HIDALGO Anne,03/02/2022,FINISTERE,29,53,29,
M.,CHAPOULIE,Franck,Maire,Mellac,Finistère,HIDALGO Anne,03/02/2022,FINISTERE,29,53,29MELLAC,29147
M.,JULOUX,Jacques,Maire,Clohars-Carnoët,Finistère,HIDALGO Anne,03/02/2022,FINISTERE,29,53,29CLOHARSCARNOET,29031
Mme,LE MEUR,Gaël,Conseillère régionale,Bretagne,Finistère,HIDALGO Anne,03/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,PÉRON,Laurent,Maire,Le Relecq-Kerhuon,Finistère,HIDALGO Anne,03/02/2022,FINISTERE,29,53,29LERELECQKERHUON,29235
M.,GIROTTO,François,Maire,Plouégat-Moysan,Finistère,JADOT Yannick,03/02/2022,FINISTERE,29,53,29PLOUEGATMOYSAN,29183
M.,PICHON,Ronan,Conseiller régional,Bretagne,Finistère,JADOT Yannick,03/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,PRIGENT,Christine,Conseillère régionale,Bretagne,Finistère,JADOT Yannick,03/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,THOMAÏDIS,Renée,Conseillère régionale,Bretagne,Finistère,LE PEN Marine,03/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,BRÉHIER,Tristan,Conseiller régional,Bretagne,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,DECOURCHELLE,Alain,Maire,Pluguffan,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29PLUGUFFAN,29216
Mme,HAVET,Nadège,Sénatrice,,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29,
M.,LARSONNEUR,Jean-Charles,Député,2ème circonscription,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
Mme,LE MEUR,Annaïg,Députée,1ère circonscription,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29ERECIRCONSCRIPTION,
Mme,MELCHIOR,Graziella,Députée,5ème circonscription,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
Mme,TANGUY,Liliane,Députée,7ème circonscription,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
Mme,TOURNIER,Emmanuelle,Conseillère départementale,,Finistère,MACRON Emmanuel,03/02/2022,FINISTERE,29,53,29,
M.,PAGNARD,Guy,Maire,Saint-Yvi,Finistère,POUTOU Philippe,03/02/2022,FINISTERE,29,53,29SAINTYVI,29272
Mme,GRELAUD,Gladys,Conseillère régionale,Bretagne,Finistère,ROUSSEL Fabien,03/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,HÉRÉ,Jacqueline,Conseillère départementale,,Finistère,ROUSSEL Fabien,03/02/2022,FINISTERE,29,53,29,
Mme,MAUGEAIS,Isabelle,Conseillère départementale,,Finistère,ROUSSEL Fabien,03/02/2022,FINISTERE,29,53,29,
Mme,DADKHAH,Forough,Conseillère régionale,Bretagne,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,FICHET,Jean-Luc,Sénateur,,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29,
Mme,HUON,Joëlle,Maire,Plouigneau,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29PLOUIGNEAU,29199
M.,LE GOFF,David,Conseiller départemental,,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29,
M.,MIOSSEC,Sébastien,Maire,Riec-sur-Bélon,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29RIECSURBELON,29236
M.,PERON,Jean-René,Maire,Le Cloître-Saint-Thégonnec,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29LECLOITRESAINTTHEGONNEC,29034
M.,QUERNEZ,Michaël,Maire,Quimperlé,Finistère,HIDALGO Anne,08/02/2022,FINISTERE,29,53,29QUIMPERLE,29233
Mme,DUPUY,Julie,Conseillère régionale,Bretagne,Finistère,JADOT Yannick,08/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,MARIE,Sébastien,Maire,Plounéour-Ménez,Finistère,JADOT Yannick,08/02/2022,FINISTERE,29,53,29PLOUNEOURMENEZ,29202
Mme,LE FEUR,Sandrine,Députée,4ème circonscription,Finistère,MACRON Emmanuel,08/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
M.,LE GAC,Didier,Député,3ème circonscription,Finistère,MACRON Emmanuel,08/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
M.,KERGUILLEC,Julien,Maire,Pleyber-Christ,Finistère,MÉLENCHON Jean-Luc,08/02/2022,FINISTERE,29,53,29PLEYBERCHRIST,29163
M.,PASQUALINI,Marc,Maire,Le Faou,Finistère,MÉLENCHON Jean-Luc,08/02/2022,FINISTERE,29,53,29LEFAOU,29053
Mme,BOURBIGOT,Véronique,Conseillère départementale,,Finistère,PÉCRESSE Valérie,08/02/2022,FINISTERE,29,53,29,
M.,LE GRAND,Alain,Conseiller départemental,,Finistère,PÉCRESSE Valérie,08/02/2022,FINISTERE,29,53,29,
Mme,NICOLAS,Gaëlle,Maire,Châteaulin,Finistère,PÉCRESSE Valérie,08/02/2022,FINISTERE,29,53,29CHATEAULIN,29026
M.,TALOC,Guy,Conseiller départemental,,Finistère,PÉCRESSE Valérie,08/02/2022,FINISTERE,29,53,29,
M.,LE BRAS,Olivier,Conseiller régional,Bretagne,Finistère,ROUSSEL Fabien,08/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,MARECHAL,Anne,Conseillère départementale,,Finistère,HIDALGO Anne,10/02/2022,FINISTERE,29,53,29,
M.,TRABELSI,Hosny,Conseiller départemental,,Finistère,HIDALGO Anne,10/02/2022,FINISTERE,29,53,29,
M.,VERMOT,Jean-Paul,Maire,Morlaix,Finistère,HIDALGO Anne,10/02/2022,FINISTERE,29,53,29MORLAIX,29151
M.,LE FUR,Patrick,Conseiller régional,Bretagne,Finistère,LE PEN Marine,10/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,BALANANT,Erwan,Député,8ème circonscription,Finistère,MACRON Emmanuel,10/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
M.,FERRAND,Richard,Député,6ème circonscription,Finistère,MACRON Emmanuel,10/02/2022,FINISTERE,29,53,29EMECIRCONSCRIPTION,
M.,GUILLON,Didier,Conseiller départemental,,Finistère,PÉCRESSE Valérie,10/02/2022,FINISTERE,29,53,29,
M.,PAUL,Philippe,Sénateur,,Finistère,PÉCRESSE Valérie,10/02/2022,FINISTERE,29,53,29,
Mme,NICOLE,Corinne,Conseillère départementale,,Finistère,POUTOU Philippe,10/02/2022,FINISTERE,29,53,29,
Mme,ASSIH,Isabelle,Maire,Quimper,Finistère,HIDALGO Anne,15/02/2022,FINISTERE,29,53,29QUIMPER,29232
M.,CUILLANDRE,François,Maire,Brest,Finistère,HIDALGO Anne,15/02/2022,FINISTERE,29,53,29BREST,29019
M.,DE CLERMONT-TONNERRE,Renaud,Maire,Plouégat-Guérand,Finistère,HIDALGO Anne,15/02/2022,FINISTERE,29,53,29PLOUEGATGUERAND,29182
Mme,KUCHEL,Émilie,Conseillère régionale,Bretagne,Finistère,HIDALGO Anne,15/02/2022,FINISTERE,29,53,29BRETAGNE,
M.,PELLETER,Bernard,Conseiller départemental,,Finistère,HIDALGO Anne,15/02/2022,FINISTERE,29,53,29,
M.,LIEGEOIS,Hervé,Maire,Trémaouézan,Finistère,LASSALLE Jean,15/02/2022,FINISTERE,29,53,29TREMAOUEZAN,29295
M.,SAVINA,Henri,Maire,Pouldergat,Finistère,LASSALLE Jean,15/02/2022,FINISTERE,29,53,29POULDERGAT,29224
M.,BELE,Christophe,Maire,Kernouës,Finistère,MACRON Emmanuel,15/02/2022,FINISTERE,29,53,29KERNOUES,29094
M.,DU BUIT,Yves,Conseiller départemental,,Finistère,MACRON Emmanuel,15/02/2022,FINISTERE,29,53,29,
M.,LARS,Roger,Maire,Landévennec,Finistère,MACRON Emmanuel,15/02/2022,FINISTERE,29,53,29LANDEVENNEC,29104
M.,LE MÉROUR,Joseph,Maire,Camaret-sur-Mer,Finistère,MACRON Emmanuel,15/02/2022,FINISTERE,29,53,29CAMARETSURMER,29022
M.,GUILLEMOT,Philippe,Conseiller départemental,,Finistère,POUTOU Philippe,15/02/2022,FINISTERE,29,53,29,
M.,PELLICANO,Fortuné,Conseiller régional,Bretagne,Finistère,TAUBIRA Christiane,15/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,ROUÉ,Régine,Conseillère régionale,Bretagne,Finistère,TAUBIRA Christiane,15/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,LAMOUR,Marguerite,Maire,Ploudalmézeau,Finistère,PÉCRESSE Valérie,17/02/2022,FINISTERE,29,53,29PLOUDALMEZEAU,29178
M.,PALLUEL,Denis,Maire,Ouessant,Finistère,POUTOU Philippe,17/02/2022,FINISTERE,29,53,29OUESSANT,29155
M.,LE LANN,Hubert,Maire,Berrien,Finistère,ROUSSEL Fabien,17/02/2022,FINISTERE,29,53,29BERRIEN,29007
M.,FAURE,Kévin,Conseiller départemental,,Finistère,HIDALGO Anne,22/02/2022,FINISTERE,29,53,29,
M.,STERVINOU,Matthieu,Conseiller départemental,,Finistère,HIDALGO Anne,22/02/2022,FINISTERE,29,53,29,
Mme,BESCOND,Anne,Maire,Tréflez,Finistère,JADOT Yannick,22/02/2022,FINISTERE,29,53,29TREFLEZ,29287
Mme,LOUIS-JOSEPH-DOGUÉ,Pauline,Conseillère départementale,,Finistère,JADOT Yannick,22/02/2022,FINISTERE,29,53,29,
M.,GRALL,Eric,Maire,Île-de-Batz,Finistère,MACRON Emmanuel,22/02/2022,FINISTERE,29,53,29ILEDEBATZ,29082
M.,LE DOARÉ,Stéphane,Conseiller départemental,,Finistère,PÉCRESSE Valérie,22/02/2022,FINISTERE,29,53,29,
M.,COQUIL,Yvon,Maire,Landeleau,Finistère,POUTOU Philippe,22/02/2022,FINISTERE,29,53,29LANDELEAU,29102
M.,AUDURIER,Philippe,Président d'un EPCI à fiscalité propre,CC Douarnenez Communauté,Finistère,THOUY Hélène,22/02/2022,FINISTERE,29,53,29CCDOUARNENEZCOMMUNAUTE,
M.,GUYONVARC'H,Christian,Conseiller régional,Bretagne,Finistère,JADOT Yannick,24/02/2022,FINISTERE,29,53,29BRETAGNE,
Mme,LE HIR,Lédie,Conseillère départementale,,Finistère,PÉCRESSE Valérie,24/02/2022,FINISTERE,29,53,29,
