Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,DELCOURT,Pierre,Maire,Le Titre,Somme,ASSELINEAU François,01/02/2022,SOMME,80,32,80LETITRE,80763
Mme,DELPIROU,Cécile,Députée,2ème circonscription,Somme,MACRON Emmanuel,01/02/2022,SOMME,80,32,80EMECIRCONSCRIPTION,
M.,LEULIER,Jean-Paul,Maire délégué d'une commune associée ou d'une commune déléguée,Crouy-Saint-Pierre,Somme,MACRON Emmanuel,01/02/2022,SOMME,80,32,80CROUYSAINTPIERRE,80229
M.,MACHAT,Jean-Marie,Maire,Estrébœuf,Somme,MACRON Emmanuel,01/02/2022,SOMME,80,32,80ESTREBOEUF,80287
M.,MARIAGE,Bruno,Maire,Warlus,Somme,MACRON Emmanuel,01/02/2022,SOMME,80,32,80WARLUS,80821
M.,RIQUET,Michel,Maire,Villers-sur-Authie,Somme,PÉCRESSE Valérie,01/02/2022,SOMME,80,32,80VILLERSSURAUTHIE,80806
M.,JACOB,Claude,Maire,Érondelle,Somme,ROUSSEL Fabien,01/02/2022,SOMME,80,32,80ERONDELLE,80282
M.,LANGLET,Jean-François,Maire,Vaux-Marquenneville,Somme,ARTHAUD Nathalie,03/02/2022,SOMME,80,32,80VAUXMARQUENNEVILLE,80783
M.,GOETHALS,Eddy,Maire,Fricamps,Somme,DUPONT-AIGNAN Nicolas,03/02/2022,SOMME,80,32,80FRICAMPS,80365
M.,BRAILLY,Jean-Claude,Maire,Frettemeule,Somme,HIDALGO Anne,03/02/2022,SOMME,80,32,80FRETTEMEULE,80362
M.,CARDON,Rémi,Sénateur,,Somme,HIDALGO Anne,03/02/2022,SOMME,80,32,80,
Mme,HÉROUART,Josiane,Conseillère départementale,,Somme,HIDALGO Anne,03/02/2022,SOMME,80,32,80,
M.,PIOT,Jean-Louis,Conseiller départemental,,Somme,HIDALGO Anne,03/02/2022,SOMME,80,32,80,
Mme,QUIGNON,Catherine,Conseillère régionale,Hauts-De-France,Somme,HIDALGO Anne,03/02/2022,SOMME,80,32,80HAUTSDEFRANCE,
M.,DECAUX,Jacques,Maire,Sorel,Somme,JADOT Yannick,03/02/2022,SOMME,80,32,80SOREL,80737
M.,SAUVAGE,Laurent,Maire,Villers-sous-Ailly,Somme,KUZMANOVIC Georges,03/02/2022,SOMME,80,32,80VILLERSSOUSAILLY,80804
M.,WATELAIN,Philippe,Maire,Villers-Campsart,Somme,KUZMANOVIC Georges,03/02/2022,SOMME,80,32,80VILLERSCAMPSART,80800
M.,BLAIZEL,Bertrand,Maire,Le Mesge,Somme,MACRON Emmanuel,03/02/2022,SOMME,80,32,80LEMESGE,80535
M.,DE JENLIS,Hubert,Conseiller départemental,,Somme,MACRON Emmanuel,03/02/2022,SOMME,80,32,80,
M.,LEBRUN,Christian,Maire,Hypercourt,Somme,MACRON Emmanuel,03/02/2022,SOMME,80,32,80HYPERCOURT,80621
M.,LEPOETRE,Pierre,Maire,Sains-en-Amiénois,Somme,MACRON Emmanuel,03/02/2022,SOMME,80,32,80SAINSENAMIENOIS,80696
Mme,HAMDANE,Zahia,Conseillère régionale,Hauts-De-France,Somme,MÉLENCHON Jean-Luc,03/02/2022,SOMME,80,32,80HAUTSDEFRANCE,
M.,DUFLOT,Guillaume,Conseiller départemental,,Somme,PÉCRESSE Valérie,03/02/2022,SOMME,80,32,80,
M.,MAQUET,Emmanuel,Député,3ème circonscription,Somme,PÉCRESSE Valérie,03/02/2022,SOMME,80,32,80EMECIRCONSCRIPTION,
Mme,POUPART,Patricia,Maire,Vironchaux,Somme,PÉCRESSE Valérie,03/02/2022,SOMME,80,32,80VIRONCHAUX,80808
M.,SOMON,Laurent,Sénateur,,Somme,PÉCRESSE Valérie,03/02/2022,SOMME,80,32,80,
M.,WABLE,Vincent,Maire,Sauvillers-Mongival,Somme,PÉCRESSE Valérie,03/02/2022,SOMME,80,32,80SAUVILLERSMONGIVAL,80729
M.,AUBREE,Pascal,Maire,Bussy-lès-Poix,Somme,ROUSSEL Fabien,03/02/2022,SOMME,80,32,80BUSSYLESPOIX,80157
M.,BEUVAIN,Laurent,Conseiller départemental,,Somme,ROUSSEL Fabien,03/02/2022,SOMME,80,32,80,
Mme,ESTEBAN,Dolorès,Conseillère départementale,,Somme,ROUSSEL Fabien,03/02/2022,SOMME,80,32,80,
M.,GAILLARD,Patrick,Maire,Flixecourt,Somme,ROUSSEL Fabien,03/02/2022,SOMME,80,32,80FLIXECOURT,80318
