Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,AZNAR,Blaise,Maire,Graulhet,Tarn,HIDALGO Anne,03/02/2022,TARN,81,76,81GRAULHET,81105
M.,BALARDY,Jean-Charles,Conseiller départemental,,Tarn,HIDALGO Anne,03/02/2022,TARN,81,76,81,
Mme,BELOU,Florence,Conseillère départementale,,Tarn,HIDALGO Anne,03/02/2022,TARN,81,76,81,
Mme,BIBAL DIOGO,Sylvie,Conseillère départementale,,Tarn,HIDALGO Anne,03/02/2022,TARN,81,76,81,
M.,CABRAL,Fabrice,Maire,Aussillon,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81AUSSILLON,81021
Mme,FITA,Claire,Conseillère régionale,Occitanie,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81OCCITANIE,
M.,KOWALIK,Jean-François,Maire,Blaye-les-Mines,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81BLAYELESMINES,81033
Mme,LAPEYRE,Margot,Conseillère départementale,,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81,
M.,MASSIE,Rémi,Conseiller régional,Occitanie,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81OCCITANIE,
M.,RECOULES,Vincent,Maire,Valderiès,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81VALDERIES,81306
M.,VANDENDRIESSCHE,Laurent,Maire,Saint-Paul-Cap-de-Joux,Tarn,HIDALGO Anne,08/02/2022,TARN,81,76,81SAINTPAULCAPDEJOUX,81266
M.,CRÉMOUX,Xavier,Maire,Lugan,Tarn,JADOT Yannick,08/02/2022,TARN,81,76,81LUGAN,81150
M.,LONQUEU,Christian,Maire,Itzac,Tarn,KAZIB Anasse,08/02/2022,TARN,81,76,81ITZAC,81108
M.,CASTAN,Michel,Maire,Le Rialet,Tarn,LASSALLE Jean,08/02/2022,TARN,81,76,81LERIALET,81223
M.,DESSENS,Jean-Marie,Maire,Cambounès,Tarn,LASSALLE Jean,08/02/2022,TARN,81,76,81CAMBOUNES,81053
M.,DURAND,Olivier,Maire,Lacroisille,Tarn,LASSALLE Jean,08/02/2022,TARN,81,76,81LACROISILLE,81127
M.,HORMIÈRE,Jean-Louis,Maire,Puylaurens,Tarn,LASSALLE Jean,08/02/2022,TARN,81,76,81PUYLAURENS,81219
M.,RICARD,Alain,Maire,Lacaze,Tarn,LASSALLE Jean,08/02/2022,TARN,81,76,81LACAZE,81125
M.,TALMANT,Jean-Michel,Maire,Saint-Germier,Tarn,LASSALLE Jean,08/02/2022,TARN,81,76,81SAINTGERMIER,81252
M.,BACOU,Julien,Conseiller régional,Occitanie,Tarn,LE PEN Marine,08/02/2022,TARN,81,76,81OCCITANIE,
M.,ANDRIEU,Bernard,Maire,Cordes-sur-Ciel,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81CORDESSURCIEL,81069
M.,BERNARDIN,Raphaël,Maire,Saint-Sulpice-la-Pointe,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81SAINTSULPICELAPOINTE,81271
Mme,BRETAGNE,Evelyne,Conseillère départementale,,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81,
M.,GAUTIER,Thierry,Maire,Montrosier,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81MONTROSIER,81184
M.,ICHARD,Xavier,Maire,Montirat,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81MONTIRAT,81180
M.,MERCIER,Rolland,Maire,Labastide-Gabausse,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81LABASTIDEGABAUSSE,81114
Mme,OULD-AMER,Nadia,Conseillère départementale,,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81,
M.,RAU,Ludovic,Maire,Montels,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81MONTELS,81176
M.,SOULIES,Claude,Maire,Roquemaure,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81ROQUEMAURE,81228
M.,TERLIER,Jean,Député,3ème circonscription,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81EMECIRCONSCRIPTION,
Mme,VERDIER-JOUCLAS,Marie-Christine,Députée,2ème circonscription,Tarn,MACRON Emmanuel,08/02/2022,TARN,81,76,81EMECIRCONSCRIPTION,
Mme,AT,Marie-Louise,Conseillère départementale,,Tarn,PÉCRESSE Valérie,08/02/2022,TARN,81,76,81,
M.,CARAYON,Bernard,Maire,Lavaur,Tarn,PÉCRESSE Valérie,08/02/2022,TARN,81,76,81LAVAUR,81140
M.,PEIGNÉ,Daniel,Maire,Saint-Amans-Valtoret,Tarn,PÉCRESSE Valérie,08/02/2022,TARN,81,76,81SAINTAMANSVALTORET,81239
M.,CEBAK,Frank,Maire,Souel,Tarn,POUTOU Philippe,08/02/2022,TARN,81,76,81SOUEL,81290
M.,HAMON,Christian,Maire,Le Ségur,Tarn,POUTOU Philippe,08/02/2022,TARN,81,76,81LESEGUR,81280
M.,VAURS,Laurent,Maire,Roussayrolles,Tarn,POUTOU Philippe,08/02/2022,TARN,81,76,81ROUSSAYROLLES,81234
Mme,DEYMIE,Christine,Maire,Valence-d'Albigeois,Tarn,ROUSSEL Fabien,08/02/2022,TARN,81,76,81VALENCEDALBIGEOIS,81308
M.,SAN ANDRES,Thierry,Maire,Saint-Benoît-de-Carmaux,Tarn,ROUSSEL Fabien,08/02/2022,TARN,81,76,81SAINTBENOITDECARMAUX,81244
M.,GENIEY,Claude,Maire,Loubers,Tarn,DUPONT-AIGNAN Nicolas,10/02/2022,TARN,81,76,81LOUBERS,81148
Mme,SOLIMAN,Sandrine,Conseillère régionale,Occitanie,Tarn,HIDALGO Anne,10/02/2022,TARN,81,76,81OCCITANIE,
M.,ALBOUY,Alain,Maire,Garrevaques,Tarn,LASSALLE Jean,10/02/2022,TARN,81,76,81GARREVAQUES,81100
Mme,BARRAU,Françoise,Maire,Padiès,Tarn,LASSALLE Jean,10/02/2022,TARN,81,76,81PADIES,81199
M.,FABRE,Jean-Marie,Président d'un EPCI à fiscalité propre,CC Sidobre Vals et Plateaux,Tarn,LASSALLE Jean,10/02/2022,TARN,81,76,81CCSIDOBREVALSETPLATEAUX,
M.,PUECH,Jean-Louis,Maire,Le Fraysse,Tarn,LASSALLE Jean,10/02/2022,TARN,81,76,81LEFRAYSSE,81096
Mme,AUBERT-PARAYRE,Brigitte,Maire,Saint-Agnan,Tarn,MACRON Emmanuel,10/02/2022,TARN,81,76,81SAINTAGNAN,81236
M.,BAULÈS,Jean-François,Maire,Técou,Tarn,MACRON Emmanuel,10/02/2022,TARN,81,76,81TECOU,81294
M.,BOULVRAIS,Paul,Maire,Saint-Gauzens,Tarn,MACRON Emmanuel,10/02/2022,TARN,81,76,81SAINTGAUZENS,81248
M.,DOUZAL,Thierry,Maire,Salles,Tarn,MACRON Emmanuel,10/02/2022,TARN,81,76,81SALLES,81275
M.,JOULIÉ,Emmanuel,Conseiller départemental,,Tarn,MACRON Emmanuel,10/02/2022,TARN,81,76,81,
M.,MARY,Alain,Maire,Les Cammazes,Tarn,PÉCRESSE Valérie,10/02/2022,TARN,81,76,81LESCAMMAZES,81055
M.,MIRAMOND,Bernard,Maire,Salvagnac,Tarn,POUTOU Philippe,10/02/2022,TARN,81,76,81SALVAGNAC,81276
Mme,ROUQUETTE,Géraldine,Conseillère régionale,Occitanie,Tarn,ROUSSEL Fabien,10/02/2022,TARN,81,76,81OCCITANIE,
Mme,BONNET,Claudie,Conseillère départementale,,Tarn,HIDALGO Anne,15/02/2022,TARN,81,76,81,
Mme,GERAUD,Eva,Conseillère départementale,,Tarn,HIDALGO Anne,15/02/2022,TARN,81,76,81,
M.,MONSARRAT,Francis,Maire,Labessière-Candeil,Tarn,HIDALGO Anne,15/02/2022,TARN,81,76,81LABESSIERECANDEIL,81117
M.,BOUVIER,Bernard,Maire,Livers-Cazelles,Tarn,JADOT Yannick,15/02/2022,TARN,81,76,81LIVERSCAZELLES,81146
M.,FOLLIOT,Philippe,Sénateur,,Tarn,LASSALLE Jean,15/02/2022,TARN,81,76,81,
Mme,CALLEJON,Virginie,Conseillère régionale,Occitanie,Tarn,LE PEN Marine,15/02/2022,TARN,81,76,81OCCITANIE,
Mme,BREUILLARD,Caroline,Maire,Donnazac,Tarn,MACRON Emmanuel,15/02/2022,TARN,81,76,81DONNAZAC,81080
M.,CAUSSE,Patrick,Maire,Loupiac,Tarn,MACRON Emmanuel,15/02/2022,TARN,81,76,81LOUPIAC,81149
M.,REILHES,Claude,Maire,Maurens-Scopont,Tarn,MACRON Emmanuel,15/02/2022,TARN,81,76,81MAURENSSCOPONT,81162
Mme,ROQUES-ETIENNE,Muriel,Députée,1ère circonscription,Tarn,MACRON Emmanuel,15/02/2022,TARN,81,76,81ERECIRCONSCRIPTION,
M.,TISSERAND,Jacques,Maire,Mézens,Tarn,MACRON Emmanuel,15/02/2022,TARN,81,76,81MEZENS,81164
M.,POUYANNE,Christophe,Maire,Appelle,Tarn,MÉLENCHON Jean-Luc,15/02/2022,TARN,81,76,81APPELLE,81015
Mme,BOYER,Céline,Maire,Vindrac-Alayrac,Tarn,ZEMMOUR Éric,15/02/2022,TARN,81,76,81VINDRACALAYRAC,81320
M.,FABRE,André,Conseiller départemental,,Tarn,ROUSSEL Fabien,17/02/2022,TARN,81,76,81,
M.,RAMOND,Christophe,Conseiller départemental,,Tarn,HIDALGO Anne,22/02/2022,TARN,81,76,81,
M.,BOURGEADE,Jean-Claude,Maire,Montgaillard,Tarn,LASSALLE Jean,22/02/2022,TARN,81,76,81MONTGAILLARD,81178
Mme,CONDOMINES MAUREL,Nadine,Maire déléguée d'une commune associée ou d'une commune déléguée,Puygouzon,Tarn,MACRON Emmanuel,22/02/2022,TARN,81,76,81PUYGOUZON,81218
M.,FERRET,Bernard,Maire,Senouillac,Tarn,MACRON Emmanuel,22/02/2022,TARN,81,76,81SENOUILLAC,81283
M.,ICHARD,Frédéric,Maire,Lacapelle-Ségalar,Tarn,MACRON Emmanuel,22/02/2022,TARN,81,76,81LACAPELLESEGALAR,81123
M.,MALIGNON,Alain,Maire,Durfort,Tarn,MÉLENCHON Jean-Luc,22/02/2022,TARN,81,76,81DURFORT,81083
M.,POUJADE,Gérard,Maire,Le Sequestre,Tarn,MÉLENCHON Jean-Luc,22/02/2022,TARN,81,76,81LESEQUESTRE,81284
M.,ROCACHE,Jean-Paul,Maire,Viviers-lès-Lavaur,Tarn,PÉCRESSE Valérie,22/02/2022,TARN,81,76,81VIVIERSLESLAVAUR,81324
M.,MAFFRE,Denis,Maire,Viane,Tarn,POUTOU Philippe,22/02/2022,TARN,81,76,81VIANE,81314
