Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,DAMERVAL,François,Conseiller régional,Île-De-France,Essonne,JADOT Yannick,01/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,MERIGOT,Michael,Maire,Ormoy-la-Rivière,Essonne,MACRON Emmanuel,01/02/2022,ESSONNE,91,11,91ORMOYLARIVIERE,91469
M.,MEUNIER,Denis,Maire,Auvers-Saint-Georges,Essonne,PÉCRESSE Valérie,01/02/2022,ESSONNE,91,11,91AUVERSSAINTGEORGES,91038
M.,TRÉBULLE,François Guy,Maire,Verrières-le-Buisson,Essonne,PÉCRESSE Valérie,01/02/2022,ESSONNE,91,11,91VERRIERESLEBUISSON,91645
M.,GUEDJ,Jérôme,Conseiller régional,Île-De-France,Essonne,HIDALGO Anne,03/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
Mme,OGBI,Fatima,Conseillère régionale,Île-De-France,Essonne,HIDALGO Anne,03/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,COURTAS,Grégory,Maire,Pussay,Essonne,JADOT Yannick,03/02/2022,ESSONNE,91,11,91PUSSAY,91511
M.,GALINÉ,Stéphane,Maire,Bouray-sur-Juine,Essonne,JADOT Yannick,03/02/2022,ESSONNE,91,11,91BOURAYSURJUINE,91095
M.,VALOIS,Guillaume,Maire,Villiers-le-Bâcle,Essonne,KOENIG Gaspard,03/02/2022,ESSONNE,91,11,91VILLIERSLEBACLE,91679
Mme,ATGER,Stéphanie,Députée,6ème circonscription,Essonne,MACRON Emmanuel,03/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
M.,DESNOUE,Jérôme,Maire,Champmotteux,Essonne,MACRON Emmanuel,03/02/2022,ESSONNE,91,11,91CHAMPMOTTEUX,91137
Mme,GUÉVENOUX,Marie,Députée,9ème circonscription,Essonne,MACRON Emmanuel,03/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
M.,MÉARY,Nicolas,Maire,Brétigny-sur-Orge,Essonne,MACRON Emmanuel,03/02/2022,ESSONNE,91,11,91BRETIGNYSURORGE,91103
M.,BÉRENGER,Jérôme,Conseiller départemental,,Essonne,PÉCRESSE Valérie,03/02/2022,ESSONNE,91,11,91,
Mme,CARILLON,Sylvie,Maire,Montgeron,Essonne,PÉCRESSE Valérie,03/02/2022,ESSONNE,91,11,91MONTGERON,91421
M.,DIRAT,Karl,Maire,Villabé,Essonne,PÉCRESSE Valérie,03/02/2022,ESSONNE,91,11,91VILLABE,91659
M.,REDA,Robin,Député,7ème circonscription,Essonne,PÉCRESSE Valérie,03/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
M.,TEILLET,Alexis,Maire,Savigny-sur-Orge,Essonne,PÉCRESSE Valérie,03/02/2022,ESSONNE,91,11,91SAVIGNYSURORGE,91589
M.,DASSA,Emmanuel,Maire,Briis-sous-Forges,Essonne,ROUSSEL Fabien,03/02/2022,ESSONNE,91,11,91BRIISSOUSFORGES,91111
M.,BRAIVE,Éric,Maire,Leuville-sur-Orge,Essonne,JADOT Yannick,08/02/2022,ESSONNE,91,11,91LEUVILLESURORGE,91333
Mme,LAUNAY,Anne,Conseillère départementale,,Essonne,JADOT Yannick,08/02/2022,ESSONNE,91,11,91,
M.,THOMAS,Olivier,Conseiller départemental,,Essonne,JADOT Yannick,08/02/2022,ESSONNE,91,11,91,
Mme,DE MONTCHALIN,Amélie,Conseillère régionale,Île-De-France,Essonne,MACRON Emmanuel,08/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,LE FOL,Philippe,Maire,Avrainville,Essonne,MACRON Emmanuel,08/02/2022,ESSONNE,91,11,91AVRAINVILLE,91041
M.,RAPHAN,Pierre-Alain,Député,10ème circonscription,Essonne,MACRON Emmanuel,08/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
Mme,RIXAIN,Marie-Pierre,Députée,4ème circonscription,Essonne,MACRON Emmanuel,08/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
Mme,ROMEIRO DIAS,Laëtitia,Députée,3ème circonscription,Essonne,MACRON Emmanuel,08/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
Mme,CHIKIROU,Sophia,Conseillère régionale,Île-De-France,Essonne,MÉLENCHON Jean-Luc,08/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,BAZILE,Stéphane,Maire,Saulx-les-Chartreux,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91SAULXLESCHARTREUX,91587
Mme,DARCOS,Laure,Sénatrice,,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91,
M.,DE LASTEYRIE,Grégoire,Maire,Palaiseau,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91PALAISEAU,91477
Mme,DURANTON,Marianne,Maire,Morsang-sur-Orge,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91MORSANGSURORGE,91434
M.,DUROVRAY,François,Conseiller départemental,,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91,
M.,GALLIER,Bruno,Maire,Brunoy,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91BRUNOY,91114
Mme,GELOT,Sandrine,Maire,Longjumeau,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91LONGJUMEAU,91345
Mme,GUEU-VIGUIER,Stéphanie,Maire,Ballainvilliers,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91BALLAINVILLIERS,91044
Mme,GUIDEZ,Jocelyne,Sénatrice,,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91,
M.,HÉBERT,Gérard,Conseiller régional,Île-De-France,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,HUGONET,Jean-Raymond,Sénateur,,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91,
Mme,JOURDANNEAU-FORT,Anne-Marie,Conseillère départementale,,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91,
M.,LECLERC,Christian,Maire,Champlan,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91CHAMPLAN,91136
M.,MARAIS,Thierry,Maire,Vert-le-Grand,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91VERTLEGRAND,91648
M.,PONS,Claude,Maire,Montlhéry,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91MONTLHERY,91425
M.,PRIVAT,Richard,Maire,Draveil,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91DRAVEIL,91201
Mme,VERMILLET,Brigitte,Maire,Morangis,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91MORANGIS,91432
M.,VIGIER,Jean-François,Maire,Bures-sur-Yvette,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91BURESSURYVETTE,91122
M.,VILAIN,Jean-Marie,Maire,Viry-Châtillon,Essonne,PÉCRESSE Valérie,08/02/2022,ESSONNE,91,11,91VIRYCHATILLON,91687
M.,CORZANI,Olivier,Maire,Fleury-Mérogis,Essonne,ROUSSEL Fabien,08/02/2022,ESSONNE,91,11,91FLEURYMEROGIS,91235
M.,MARTIN,Alain,Maire,Mérobert,Essonne,ASSELINEAU François,10/02/2022,ESSONNE,91,11,91MEROBERT,91393
Mme,SUREAU,Martine,Conseillère départementale,,Essonne,DUPONT-AIGNAN Nicolas,10/02/2022,ESSONNE,91,11,91,
M.,ROS,David,Conseiller départemental,,Essonne,HIDALGO Anne,10/02/2022,ESSONNE,91,11,91,
M.,VILLANI,Cédric,Député,5ème circonscription,Essonne,JADOT Yannick,10/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
M.,DE CARVALHO,Paolo,Maire,Dourdan,Essonne,MACRON Emmanuel,10/02/2022,ESSONNE,91,11,91DOURDAN,91200
M.,BIDAULT,Fabien,Maire,Puiselet-le-Marais,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91PUISELETLEMARAIS,91508
M.,BOULEY,Bernard,Député,2ème circonscription,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91EMECIRCONSCRIPTION,
Mme,CINOSI GIRARD,Martine,Conseillère départementale,,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91,
M.,DELAHAYE,Vincent,Sénateur,,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91,
Mme,GARNIER,Christine,Maire,Quincy-sous-Sénart,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91QUINCYSOUSSENART,91514
Mme,HUOT MARCHAND,Edwige,Maire,Gometz-la-Ville,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91GOMETZLAVILLE,91274
Mme,LAMIRÉ,Sandrine,Conseillère régionale,Île-De-France,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,MARLIN,Franck,Maire,Étampes,Essonne,PÉCRESSE Valérie,10/02/2022,ESSONNE,91,11,91ETAMPES,91223
M.,CLODONG,Olivier,Maire,Yerres,Essonne,DUPONT-AIGNAN Nicolas,15/02/2022,ESSONNE,91,11,91YERRES,91691
M.,DAMIATI,Michaël,Maire,Crosne,Essonne,DUPONT-AIGNAN Nicolas,15/02/2022,ESSONNE,91,11,91CROSNE,91191
M.,GUIOMAR,Xavier,Maire,Chalo-Saint-Mars,Essonne,JADOT Yannick,15/02/2022,ESSONNE,91,11,91CHALOSAINTMARS,91130
M.,TANGUY,Sylvain,Maire,Le Plessis-Pâté,Essonne,JADOT Yannick,15/02/2022,ESSONNE,91,11,91LEPLESSISPATE,91494
Mme,GUIBERT,Audrey,Conseillère régionale,Île-De-France,Essonne,LE PEN Marine,15/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,LEGRAND,Aurélien,Conseiller régional,Île-De-France,Essonne,LE PEN Marine,15/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
Mme,GIBERT,Sylvie,Conseillère départementale,,Essonne,MACRON Emmanuel,15/02/2022,ESSONNE,91,11,91,
Mme,RACT-MADOUX,Daphné,Sénatrice,,Essonne,MACRON Emmanuel,15/02/2022,ESSONNE,91,11,91,
Mme,BENSARSA REDA,Lamia,Maire,Juvisy-sur-Orge,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91JUVISYSURORGE,91326
Mme,BERGDOLT,Patricia,Maire,Boutigny-sur-Essonne,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91BOUTIGNYSURESSONNE,91099
M.,BOURNAT,Michel,Maire,Gif-sur-Yvette,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91GIFSURYVETTE,91272
M.,CHAZAL,Thomas,Maire,Vigneux-sur-Seine,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91VIGNEUXSURSEINE,91657
M.,LARDIERE,Christian,Maire,Linas,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91LINAS,91339
Mme,RIGAULT,Sophie,Maire,Saint-Michel-sur-Orge,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91SAINTMICHELSURORGE,91570
M.,SAMSOEN,Nicolas,Maire,Massy,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91MASSY,91377
M.,TOUZET,Alexandre,Conseiller départemental,,Essonne,PÉCRESSE Valérie,15/02/2022,ESSONNE,91,11,91,
M.,CAMARA,Lamine,Conseiller régional,Île-De-France,Essonne,ROUSSEL Fabien,15/02/2022,ESSONNE,91,11,91ILEDEFRANCE,
M.,RIO,Philippe,Maire,Grigny,Essonne,ROUSSEL Fabien,15/02/2022,ESSONNE,91,11,91GRIGNY,91286
Mme,VALDEYRON,Tiphaine,Conseillère départementale,,Essonne,ROUSSEL Fabien,15/02/2022,ESSONNE,91,11,91,
M.,COLAS,Romain,Maire,Boussy-Saint-Antoine,Essonne,HIDALGO Anne,17/02/2022,ESSONNE,91,11,91BOUSSYSAINTANTOINE,91097
Mme,CHOURFI,Fadila,Conseillère départementale,,Essonne,JADOT Yannick,17/02/2022,ESSONNE,91,11,91,
Mme,DISCHBEIN,Annick,Conseillère départementale,,Essonne,JADOT Yannick,17/02/2022,ESSONNE,91,11,91,
M.,BOYER,Rémi,Président d'un EPCI à fiscalité propre,CC le Dourdannais en Hurepoix (CCDH),Essonne,MACRON Emmanuel,17/02/2022,ESSONNE,91,11,91CCLEDOURDANNAISENHUREPOIXCCDH,
Mme,CHAUMONT,Cendrine,Conseillère départementale,,Essonne,PÉCRESSE Valérie,17/02/2022,ESSONNE,91,11,91,
M.,MATT,Édouard,Maire,Égly,Essonne,PÉCRESSE Valérie,17/02/2022,ESSONNE,91,11,91EGLY,91207
M.,CHANDELLIER,Jean-Louis,Maire,Brouy,Essonne,POUTOU Philippe,17/02/2022,ESSONNE,91,11,91BROUY,91112
Mme,BEILLARD,Marion,Conseillère départementale,,Essonne,MÉLENCHON Jean-Luc,22/02/2022,ESSONNE,91,11,91,
M.,LAMOUR,Alain,Maire,Longpont-sur-Orge,Essonne,MÉLENCHON Jean-Luc,22/02/2022,ESSONNE,91,11,91LONGPONTSURORGE,91347
