Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,DETOC,Véronique,Maire,Ardelles,Eure-et-Loir,DUPONT-AIGNAN Nicolas,03/02/2022,EUREETLOIR,28,24,28ARDELLES,28008
M.,MARTINEAU,Laurent,Maire,Belhomert-Guéhouville,Eure-et-Loir,DUPONT-AIGNAN Nicolas,03/02/2022,EUREETLOIR,28,24,28BELHOMERTGUEHOUVILLE,28033
Mme,HUBERT-DIGER,Nicole,Maire,Saint-Maur-sur-le-Loir,Eure-et-Loir,LASSALLE Jean,03/02/2022,EUREETLOIR,28,24,28SAINTMAURSURLELOIR,28353
M.,MARTIN,Patrick,Maire,Mottereau,Eure-et-Loir,LASSALLE Jean,03/02/2022,EUREETLOIR,28,24,28MOTTEREAU,28272
M.,BLONSKY,Thomas,Maire,Chapelle-Royale,Eure-et-Loir,MACRON Emmanuel,03/02/2022,EUREETLOIR,28,24,28CHAPELLEROYALE,28079
Mme,DELASSAU,Nicole,Maire,Les Autels-Villevillon,Eure-et-Loir,MACRON Emmanuel,03/02/2022,EUREETLOIR,28,24,28LESAUTELSVILLEVILLON,28016
M.,LAMIRAULT,Luc,Député,3ème circonscription,Eure-et-Loir,MACRON Emmanuel,03/02/2022,EUREETLOIR,28,24,28EMECIRCONSCRIPTION,
Mme,PISTRE,Brigitte,Maire,Frazé,Eure-et-Loir,MACRON Emmanuel,03/02/2022,EUREETLOIR,28,24,28FRAZE,28161
M.,LE DORVEN,Christophe,Conseiller départemental,,Eure-et-Loir,PÉCRESSE Valérie,03/02/2022,EUREETLOIR,28,24,28,
Mme,MINARD,Christelle,Maire,Tremblay-les-Villages,Eure-et-Loir,PÉCRESSE Valérie,03/02/2022,EUREETLOIR,28,24,28TREMBLAYLESVILLAGES,28393
M.,LEVERD,Tony,Maire,Dampierre-sous-Brou,Eure-et-Loir,POUTOU Philippe,03/02/2022,EUREETLOIR,28,24,28DAMPIERRESOUSBROU,28123
M.,GEOLLOT,Lionel,Conseiller régional,Centre-Val De Loire,Eure-et-Loir,ROUSSEL Fabien,03/02/2022,EUREETLOIR,28,24,28CENTREVALDELOIRE,
M.,DUMAS,Philippe,Maire,Saint-Ouen-Marchefroy,Eure-et-Loir,THOUY Hélène,03/02/2022,EUREETLOIR,28,24,28SAINTOUENMARCHEFROY,28355
M.,LACHAUME,Jean-Paul,Maire,Santilly,Eure-et-Loir,DUPONT-AIGNAN Nicolas,08/02/2022,EUREETLOIR,28,24,28SANTILLY,28367
M.,LAFAVE,Patrick,Maire,La Framboisière,Eure-et-Loir,DUPONT-AIGNAN Nicolas,08/02/2022,EUREETLOIR,28,24,28LAFRAMBOISIERE,28159
M.,LESAGE,Philippe,Maire,Dambron,Eure-et-Loir,DUPONT-AIGNAN Nicolas,08/02/2022,EUREETLOIR,28,24,28DAMBRON,28121
M.,TARDIVENT,Jean-Marc,Maire,Germainville,Eure-et-Loir,DUPONT-AIGNAN Nicolas,08/02/2022,EUREETLOIR,28,24,28GERMAINVILLE,28178
Mme,COCHARD,Estelle,Conseillère régionale,Centre-Val De Loire,Eure-et-Loir,JADOT Yannick,08/02/2022,EUREETLOIR,28,24,28CENTREVALDELOIRE,
Mme,PINOS,Marie-Dominique,Maire,Unverre,Eure-et-Loir,KAZIB Anasse,08/02/2022,EUREETLOIR,28,24,28UNVERRE,28398
M.,BOUCHERIE,Richard,Maire,Montigny-sur-Avre,Eure-et-Loir,LASSALLE Jean,08/02/2022,EUREETLOIR,28,24,28MONTIGNYSURAVRE,28263
M.,LE BALC'H,Serge,Maire,Meslay-le-Vidame,Eure-et-Loir,MACRON Emmanuel,08/02/2022,EUREETLOIR,28,24,28MESLAYLEVIDAME,28246
M.,BESNARD,Christophe,Maire,Prudemanche,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28PRUDEMANCHE,28308
Mme,DESEYNE,Chantal,Sénatrice,,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28,
Mme,DORANGE,Karine,Conseillère départementale,,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28,
Mme,FROMONT,Elisabeth,Conseillère départementale,,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28,
M.,GORGES,Jean-Pierre,Maire,Chartres,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28CHARTRES,28085
M.,GUERET,Daniel,Sénateur,,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28,
M.,LECLAIR,Pascal,Maire,Nogent-sur-Eure,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28NOGENTSUREURE,28281
M.,MASSELUS,Franck,Conseiller départemental,,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28,
Mme,QUENTIN,Virginie,Maire,Abondant,Eure-et-Loir,PÉCRESSE Valérie,08/02/2022,EUREETLOIR,28,24,28ABONDANT,28001
M.,BOUTHIER,Thierry,Maire,Luigny,Eure-et-Loir,POUTOU Philippe,08/02/2022,EUREETLOIR,28,24,28LUIGNY,28219
M.,FRIESSE,Jean-Claude,Maire,Pontgouin,Eure-et-Loir,THOUY Hélène,08/02/2022,EUREETLOIR,28,24,28PONTGOUIN,28302
M.,LHOPITEAU,Vincent,Maire,Villampuy,Eure-et-Loir,ZEMMOUR Éric,08/02/2022,EUREETLOIR,28,24,28VILLAMPUY,28410
M.,CARNIS,Vincent,Maire,Ermenonville-la-Petite,Eure-et-Loir,DUPONT-AIGNAN Nicolas,10/02/2022,EUREETLOIR,28,24,28ERMENONVILLELAPETITE,28142
M.,BILLARD,John,Maire,Le Favril,Eure-et-Loir,KOENIG Gaspard,10/02/2022,EUREETLOIR,28,24,28LEFAVRIL,28148
M.,ROUSSELET,Gilles,Maire,Montharville,Eure-et-Loir,LASSALLE Jean,10/02/2022,EUREETLOIR,28,24,28MONTHARVILLE,28260
M.,HUWART,Harold,Maire,Nogent-le-Rotrou,Eure-et-Loir,MACRON Emmanuel,10/02/2022,EUREETLOIR,28,24,28NOGENTLEROTROU,28280
M.,LAFORGE,Thomas,Maire,Maintenon,Eure-et-Loir,PÉCRESSE Valérie,10/02/2022,EUREETLOIR,28,24,28MAINTENON,28227
M.,LANGÉ,Marc,Maire,Lumeau,Eure-et-Loir,PÉCRESSE Valérie,10/02/2022,EUREETLOIR,28,24,28LUMEAU,28221
Mme,LEFEBVRE,Evelyne,Conseillère départementale,,Eure-et-Loir,PÉCRESSE Valérie,10/02/2022,EUREETLOIR,28,24,28,
Mme,MEYBLUM,Elisabeth,Conseillère régionale,Centre-Val De Loire,Eure-et-Loir,PÉCRESSE Valérie,10/02/2022,EUREETLOIR,28,24,28CENTREVALDELOIRE,
M.,DE MONICAULT,Bertrand,Maire,Trizay-Coutretot-Saint-Serge,Eure-et-Loir,ZEMMOUR Éric,10/02/2022,EUREETLOIR,28,24,28TRIZAYCOUTRETOTSAINTSERGE,28395
M.,CAVET,Jean-Marc,Maire,Saint-Prest,Eure-et-Loir,DUPONT-AIGNAN Nicolas,15/02/2022,EUREETLOIR,28,24,28SAINTPREST,28358
M.,CHERON,Denis,Maire,Montreuil,Eure-et-Loir,LASSALLE Jean,15/02/2022,EUREETLOIR,28,24,28MONTREUIL,28267
