Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,DUPUIS,Daniel,Maire,Luzy-Saint-Martin,Meuse,ASSELINEAU François,01/02/2022,MEUSE,55,44,55LUZYSAINTMARTIN,55310
M.,LANTERNE,Philippe,Maire délégué d'une commune associée ou d'une commune déléguée,Chonville-Malaumont,Meuse,ASSELINEAU François,01/02/2022,MEUSE,55,44,55CHONVILLEMALAUMONT,55114
Mme,THIL,Marie-Claude,Maire,Béthincourt,Meuse,HIDALGO Anne,01/02/2022,MEUSE,55,44,55BETHINCOURT,55048
M.,VAUTRIN,Jean-Philippe,Conseiller départemental,,Meuse,MACRON Emmanuel,01/02/2022,MEUSE,55,44,55,
M.,LONGUET,Gérard,Sénateur,,Meuse,PÉCRESSE Valérie,01/02/2022,MEUSE,55,44,55,
M.,VUILLAUME,François,Maire,Sampigny,Meuse,PÉCRESSE Valérie,01/02/2022,MEUSE,55,44,55SAMPIGNY,55467
M.,BERNARDI,Eric,Maire,Bouligny,Meuse,ROUSSEL Fabien,01/02/2022,MEUSE,55,44,55BOULIGNY,55063
M.,HURAUT,Jean-Marie,Maire,Thillombois,Meuse,ZEMMOUR Éric,01/02/2022,MEUSE,55,44,55THILLOMBOIS,55506
M.,ILIC,Jean-Marc,Maire,Fresnes-au-Mont,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55FRESNESAUMONT,55197
M.,LECLERC,Raymond,Maire,Lahaymeix,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55LAHAYMEIX,55269
Mme,NAJOTTE,Sylvie,Maire,Montigny-lès-Vaucouleurs,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55MONTIGNYLESVAUCOULEURS,55350
M.,RICHARD,Claude,Maire,Vigneul-sous-Montmédy,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55VIGNEULSOUSMONTMEDY,55552
Mme,THIRIET,Michelle,Maire,Sauvoy,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55SAUVOY,55475
M.,TIRLICIEN,Alain,Maire,Neuville-lès-Vaucouleurs,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55NEUVILLELESVAUCOULEURS,55381
M.,VINCENT,Eric,Maire,Champougny,Meuse,ARTHAUD Nathalie,03/02/2022,MEUSE,55,44,55CHAMPOUGNY,55100
M.,BARDOT,Fabrice,Maire délégué d'une commune associée ou d'une commune déléguée,Les Hauts-de-Chée,Meuse,ASSELINEAU François,03/02/2022,MEUSE,55,44,55LESHAUTSDECHEE,55123
M.,BONNERAVE,Jean-Claude,Maire délégué d'une commune associée ou d'une commune déléguée,Nixéville-Blercourt,Meuse,ASSELINEAU François,03/02/2022,MEUSE,55,44,55NIXEVILLEBLERCOURT,55385
