Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,ROBIN,François,Conseiller départemental,,Lozère,HIDALGO Anne,01/02/2022,LOZERE,48,76,48,
M.,CALMELS,Jean,Maire délégué d'une commune associée ou d'une commune déléguée,Massegros Causses Gorges,Lozère,ARTHAUD Nathalie,03/02/2022,LOZERE,48,76,48MASSEGROSCAUSSESGORGES,48094
M.,SALENDRES,Jean-Sébastien,Maire,Cultures,Lozère,ARTHAUD Nathalie,03/02/2022,LOZERE,48,76,48CULTURES,48055
M.,CAUSSE,René,Maire,Pourcharesses,Lozère,HIDALGO Anne,03/02/2022,LOZERE,48,76,48POURCHARESSES,48117
Mme,PANTEL,Sophie,Conseillère départementale,,Lozère,HIDALGO Anne,03/02/2022,LOZERE,48,76,48,
M.,MICHEL,Jean-Luc,Maire délégué d'une commune associée ou d'une commune déléguée,Gorges du Tarn Causses,Lozère,LASSALLE Jean,03/02/2022,LOZERE,48,76,48GORGESDUTARNCAUSSES,48146
M.,SUAU,Laurent,Maire,Mende,Lozère,MACRON Emmanuel,03/02/2022,LOZERE,48,76,48MENDE,48095
M.,BEAURY,Pascal,Maire,Mont Lozère et Goulet,Lozère,POUTOU Philippe,03/02/2022,LOZERE,48,76,48MONTLOZEREETGOULET,48027
M.,REYDON,Michel,Maire,Vialas,Lozère,POUTOU Philippe,03/02/2022,LOZERE,48,76,48VIALAS,48194
M.,RAYMOND,André,Maire,Palhers,Lozère,ARTHAUD Nathalie,08/02/2022,LOZERE,48,76,48PALHERS,48107
M.,DURAND,Bruno,Maire,Châteauneuf-de-Randon,Lozère,DUPONT-AIGNAN Nicolas,08/02/2022,LOZERE,48,76,48CHATEAUNEUFDERANDON,48043
M.,MAYRAND,Guy,Maire,Saint-Flour-de-Mercoire,Lozère,LASSALLE Jean,08/02/2022,LOZERE,48,76,48SAINTFLOURDEMERCOIRE,48150
M.,CHMIEL,Alain,Maire,Gorges du Tarn Causses,Lozère,MÉLENCHON Jean-Luc,08/02/2022,LOZERE,48,76,48GORGESDUTARNCAUSSES,48146
M.,ANDRÉ,Rémy,Maire,Montrodat,Lozère,MIGUET Nicolas,08/02/2022,LOZERE,48,76,48MONTRODAT,48103
Mme,BAÏ,Florence,Maire,Saint-André-de-Lancize,Lozère,POUTOU Philippe,08/02/2022,LOZERE,48,76,48SAINTANDREDELANCIZE,48136
Mme,MONZIOLS,Malika,Maire déléguée d'une commune associée ou d'une commune déléguée,Massegros Causses Gorges,Lozère,POUTOU Philippe,08/02/2022,LOZERE,48,76,48MASSEGROSCAUSSESGORGES,48094
M.,ROCHOUX,Philippe,Maire,Chanac,Lozère,POUTOU Philippe,08/02/2022,LOZERE,48,76,48CHANAC,48039
M.,LAMY,Gérard,Maire,Saint-Germain-de-Calberte,Lozère,ROUSSEL Fabien,08/02/2022,LOZERE,48,76,48SAINTGERMAINDECALBERTE,48155
M.,BEAUFILS,Bernard,Maire,La Fage-Montivernoux,Lozère,DUPONT-AIGNAN Nicolas,10/02/2022,LOZERE,48,76,48LAFAGEMONTIVERNOUX,48058
M.,BRUN,Jean-Louis,Maire,Naussac-Fontanes,Lozère,HIDALGO Anne,10/02/2022,LOZERE,48,76,48NAUSSACFONTANES,48105
M.,COUDERC,Henri,Maire,Cans et Cévennes,Lozère,POUTOU Philippe,10/02/2022,LOZERE,48,76,48CANSETCEVENNES,48166
Mme,THEROND,Flore,Maire,Florac Trois Rivières,Lozère,ROUSSEL Fabien,10/02/2022,LOZERE,48,76,48FLORACTROISRIVIERES,48061
M.,GUIRAL,Michel,Maire délégué d'une commune associée ou d'une commune déléguée,Peyre en Aubrac,Lozère,LASSALLE Jean,15/02/2022,LOZERE,48,76,48PEYREENAUBRAC,48009
M.,MAURIN,Olivier,Maire,Prévenchères,Lozère,PÉCRESSE Valérie,15/02/2022,LOZERE,48,76,48PREVENCHERES,48119
M.,ANDRÉ,Jean-Max,Maire,Gabriac,Lozère,POUTOU Philippe,15/02/2022,LOZERE,48,76,48GABRIAC,48067
M.,AIGOIN,Robert,Conseiller départemental,,Lozère,ROUSSEL Fabien,15/02/2022,LOZERE,48,76,48,
M.,DAUTRY,Pierre-Emmanuel,Maire,Ventalon en Cévennes,Lozère,ROUSSEL Fabien,15/02/2022,LOZERE,48,76,48VENTALONENCEVENNES,48152
M.,ARGILIER,Alain,Maire,Vebron,Lozère,MACRON Emmanuel,17/02/2022,LOZERE,48,76,48VEBRON,48193
Mme,MAILLOLS,Aurélie,Conseillère régionale,Occitanie,Lozère,HIDALGO Anne,22/02/2022,LOZERE,48,76,48OCCITANIE,
M.,PRATLONG,Vincent,Maire,Hures-la-Parade,Lozère,LASSALLE Jean,22/02/2022,LOZERE,48,76,48HURESLAPARADE,48074
M.,RODRIGUES,David,Maire,Banassac-Canilhac,Lozère,MÉLENCHON Jean-Luc,22/02/2022,LOZERE,48,76,48BANASSACCANILHAC,48017
M.,MOREL A L'HUISSIER,Pierre,Député,1ère circonscription,Lozère,PÉCRESSE Valérie,22/02/2022,LOZERE,48,76,48ERECIRCONSCRIPTION,
M.,HERMET,Vincent,Maire délégué d'une commune associée ou d'une commune déléguée,Peyre en Aubrac,Lozère,LASSALLE Jean,24/02/2022,LOZERE,48,76,48PEYREENAUBRAC,48009
M.,MALHERBE,Eric,Maire,Marchastel,Lozère,POUTOU Philippe,24/02/2022,LOZERE,48,76,48MARCHASTEL,48091
