Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,CORDIVAL,Gilles,Maire,Mont-Saint-Père,Aisne,ARTHAUD Nathalie,01/02/2022,AISNE,02,32,02MONTSAINTPERE,02524
Mme,VALLIET,Odile,Maire,Crupilly,Aisne,ARTHAUD Nathalie,01/02/2022,AISNE,02,32,02CRUPILLY,02244
M.,GREHANT,Bernard,Maire,Aubenton,Aisne,DUPONT-AIGNAN Nicolas,01/02/2022,AISNE,02,32,02AUBENTON,02031
M.,THOMAS,Jean-Jacques,Maire,Hirson,Aisne,HIDALGO Anne,01/02/2022,AISNE,02,32,02HIRSON,02381
Mme,BONO-VANDORME,Aude,Députée,1ère circonscription,Aisne,MACRON Emmanuel,01/02/2022,AISNE,02,32,02ERECIRCONSCRIPTION,
Mme,DOYEZ ROUSSEL,Jeanne,Conseillère départementale,,Aisne,MACRON Emmanuel,01/02/2022,AISNE,02,32,02,
M.,HAY,Etienne,Maire,Épaux-Bézu,Aisne,MACRON Emmanuel,01/02/2022,AISNE,02,32,02EPAUXBEZU,02279
Mme,GRUNY,Pascale,Sénatrice,,Aisne,PÉCRESSE Valérie,01/02/2022,AISNE,02,32,02,
M.,ADAM,Hubert,Maire,Crouttes-sur-Marne,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02CROUTTESSURMARNE,02242
M.,BLAIN,Christian,Maire,Marcy-sous-Marle,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02MARCYSOUSMARLE,02460
M.,BORNIER,Bernard,Maire,Dercy,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02DERCY,02261
M.,JONNEAUX,Christian,Maire,Sons-et-Ronchères,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02SONSETRONCHERES,02727
Mme,PODEVIN,Nadine,Maire,Guivry,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02GUIVRY,02362
M.,POIX,Patrick,Maire,Sergy,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02SERGY,02712
M.,SEGUIN,Guillaume,Maire,Dampleux,Aisne,ARTHAUD Nathalie,03/02/2022,AISNE,02,32,02DAMPLEUX,02259
M.,BOLLINNE,Hervé,Maire,Bertricourt,Aisne,ASSELINEAU François,03/02/2022,AISNE,02,32,02BERTRICOURT,02076
M.,BOUDEELE,Jean-Michel,Maire,Le Plessier-Huleu,Aisne,ASSELINEAU François,03/02/2022,AISNE,02,32,02LEPLESSIERHULEU,02606
M.,CHARPENTIER,Pascal,Maire,Nanteuil-la-Fosse,Aisne,ASSELINEAU François,03/02/2022,AISNE,02,32,02NANTEUILLAFOSSE,02537
M.,MARCELLIN,Bruno,Maire,Margival,Aisne,ASSELINEAU François,03/02/2022,AISNE,02,32,02MARGIVAL,02464
M.,MELLING,Patrick,Maire,Ville-Savoye,Aisne,ASSELINEAU François,03/02/2022,AISNE,02,32,02VILLESAVOYE,02817
M.,TORDEUX,Noël,Maire,Vregny,Aisne,ASSELINEAU François,03/02/2022,AISNE,02,32,02VREGNY,02828
M.,DIDIER,Pierre,Maire,Dagny-Lambercy,Aisne,DUPONT-AIGNAN Nicolas,03/02/2022,AISNE,02,32,02DAGNYLAMBERCY,02256
M.,DUCATILLON,Jean-Louis,Maire,Juvincourt-et-Damary,Aisne,DUPONT-AIGNAN Nicolas,03/02/2022,AISNE,02,32,02JUVINCOURTETDAMARY,02399
M.,LEMAIRE,Michel,Maire,Sancy-les-Cheminots,Aisne,DUPONT-AIGNAN Nicolas,03/02/2022,AISNE,02,32,02SANCYLESCHEMINOTS,02698
M.,LANDERIEUX,Michel,Maire,Ohis,Aisne,HIDALGO Anne,03/02/2022,AISNE,02,32,02OHIS,02567
Mme,FOURNIÉ TURQUIN,Brigitte,Conseillère départementale,,Aisne,JADOT Yannick,03/02/2022,AISNE,02,32,02,
M.,BEAULIEU,Jean-Marc,Maire,Serval,Aisne,KAZIB Anasse,03/02/2022,AISNE,02,32,02SERVAL,02715
M.,BOCHET,Éric,Maire,Chéry-lès-Pouilly,Aisne,KAZIB Anasse,03/02/2022,AISNE,02,32,02CHERYLESPOUILLY,02180
