Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,MOHAMED SOILIHI,Thani,Sénateur,,Mayotte,MACRON Emmanuel,08/02/2022,MAYOTTE,976,6,976,
M.,KAMARDINE,Mansour,Député,2ème circonscription,Mayotte,PÉCRESSE Valérie,08/02/2022,MAYOTTE,976,6,976EMECIRCONSCRIPTION,
M.,AMBDI,Youssouf,Maire,Ouangani,Mayotte,MACRON Emmanuel,10/02/2022,MAYOTTE,976,6,976OUANGANI,97614
M.,ZAIDANI,Daniel,Conseiller départemental,,Mayotte,LE PEN Marine,17/02/2022,MAYOTTE,976,6,976,
M.,BEN SAID,Laïthidine,Maire,Mtsamboro,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976MTSAMBORO,97612
Mme,CHANFI,Bibi,Conseillère départementale,,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976,
M.,MADI OUSSENI,Mohamadi,Maire,Chiconi,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976CHICONI,97605
M.,MADI SOUF,Madi,Maire,Pamandzi,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976PAMANDZI,97615
Mme,MOUSSA AHAMADI,Maymounati,Conseillère départementale,,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976,
M.,OMAR OILI,Said,Maire,Dzaoudzi,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976DZAOUDZI,97608
M.,RACHADI,Abdou,Maire,Kani-Kéli,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976KANIKELI,97609
M.,SAID,Andhanouni,Maire,Chirongui,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976CHIRONGUI,97606
M.,SAIDI,Moudjibou,Maire,Dembeni,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976DEMBENI,97607
M.,SAINDOU,Rachadi,Président d'un EPCI à fiscalité propre,CA de Dembeni / Mamoudzou,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976CADEDEMBENIMAMOUDZOU,
Mme,SAINDOU,Zaounaki,Conseillère départementale,,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976,
M.,SIDI,Nadjayedine,Conseiller départemental,,Mayotte,MACRON Emmanuel,17/02/2022,MAYOTTE,976,6,976,
M.,IBRAHIMA,Saïd Maanrifa,Maire,M'Tsangamouji,Mayotte,PÉCRESSE Valérie,17/02/2022,MAYOTTE,976,6,976MTSANGAMOUJI,97613
Mme,MOUAYAD BEN,Zouhourya,Conseillère départementale,,Mayotte,PÉCRESSE Valérie,17/02/2022,MAYOTTE,976,6,976,
Mme,IBRAHIM,Tahamida,Conseillère départementale,,Mayotte,PÉCRESSE Valérie,22/02/2022,MAYOTTE,976,6,976,
M.,HASSANI,Abdallah,Sénateur,,Mayotte,MACRON Emmanuel,24/02/2022,MAYOTTE,976,6,976,
Mme,POLLOZEC,Hélène,Conseillère départementale,,Mayotte,MACRON Emmanuel,24/02/2022,MAYOTTE,976,6,976,
M.,KAMARDINE,Abdoul,Conseiller départemental,,Mayotte,PÉCRESSE Valérie,24/02/2022,MAYOTTE,976,6,976,
