Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,TENNEGUIN,Claude,Maire,Villadin,Aube,HIDALGO Anne,01/02/2022,AUBE,10,44,10VILLADIN,10410
M.,LÉGER,Walter,Maire,Couvignon,Aube,LASSALLE Jean,01/02/2022,AUBE,10,44,10COUVIGNON,10113
M.,LEMAUR,Gilbert Gabriel,Maire,Saint-Nicolas-la-Chapelle,Aube,ARTHAUD Nathalie,03/02/2022,AUBE,10,44,10SAINTNICOLASLACHAPELLE,10355
M.,DELOT,Vincent,Maire,Celles-sur-Ource,Aube,DUPONT-AIGNAN Nicolas,03/02/2022,AUBE,10,44,10CELLESSUROURCE,10070
M.,FERU,Pierre,Maire,Le Mériot,Aube,LASSALLE Jean,03/02/2022,AUBE,10,44,10LEMERIOT,10231
M.,MASSON,Alain,Maire,Précy-Notre-Dame,Aube,LE PEN Marine,03/02/2022,AUBE,10,44,10PRECYNOTREDAME,10303
M.,GENTILHOMME,Stéphane,Maire,Fralignes,Aube,MACRON Emmanuel,03/02/2022,AUBE,10,44,10FRALIGNES,10159
M.,PETIOT,Claude,Maire,Proverville,Aube,MÉLENCHON Jean-Luc,03/02/2022,AUBE,10,44,10PROVERVILLE,10306
M.,CHAMBON,Hervé,Maire,Hampigny,Aube,PÉCRESSE Valérie,03/02/2022,AUBE,10,44,10HAMPIGNY,10171
M.,DUBUISSON,Dany,Maire,Pel-et-Der,Aube,PÉCRESSE Valérie,03/02/2022,AUBE,10,44,10PELETDER,10283
M.,GAGNANT,Thomas,Maire,Spoy,Aube,PÉCRESSE Valérie,03/02/2022,AUBE,10,44,10SPOY,10374
M.,SMOLINSKA,José,Maire,Davrey,Aube,POUTOU Philippe,03/02/2022,AUBE,10,44,10DAVREY,10122
M.,BIGNON,Emilien,Maire délégué d'une commune associée ou d'une commune déléguée,Aix-Villemaur-Pâlis,Aube,ZEMMOUR Éric,03/02/2022,AUBE,10,44,10AIXVILLEMAURPALIS,10003
M.,BRÉMENT,Christian,Maire,Gyé-sur-Seine,Aube,ZEMMOUR Éric,03/02/2022,AUBE,10,44,10GYESURSEINE,10170
M.,LAURENT,François,Maire,Blignicourt,Aube,ZEMMOUR Éric,03/02/2022,AUBE,10,44,10BLIGNICOURT,10047
M.,LEMOINE,Pascal,Maire,Fontaine,Aube,ZEMMOUR Éric,03/02/2022,AUBE,10,44,10FONTAINE,10150
M.,GERARD,Fabien,Maire,Courteranges,Aube,ARTHAUD Nathalie,08/02/2022,AUBE,10,44,10COURTERANGES,10110
Mme,AUTRÉAU,Sophie,Maire,Pougy,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10POUGY,10300
M.,EMILE,Gérard,Maire,Éclance,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10ECLANCE,10135
M.,GARCIA,Michel,Maire,Poivres,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10POIVRES,10293
M.,GOUVERNET,Jean-Claude,Maire,Thors,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10THORS,10378
Mme,HERBIN,Bernadette,Maire,Arrembécourt,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10ARREMBECOURT,10010
Mme,HUBAIL,Claudine,Maire,Jaucourt,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10JAUCOURT,10176
M.,LIÈVRE,Philippe,Maire,Juzanvigny,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10JUZANVIGNY,10184
M.,MARTIN,Maurice,Maire,Grandville,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10GRANDVILLE,10167
M.,MATRION,François,Maire,Épothémont,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10EPOTHEMONT,10139
M.,MINISINI,William,Maire,Maizières-lès-Brienne,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10MAIZIERESLESBRIENNE,10221
M.,TOURNEMEULLE,Christophe,Maire,La Chaise,Aube,ASSELINEAU François,08/02/2022,AUBE,10,44,10LACHAISE,10072
M.,DRAPPIER,Claude,Maire,Vernonvilliers,Aube,DUPONT-AIGNAN Nicolas,08/02/2022,AUBE,10,44,10VERNONVILLIERS,10403
M.,POTTIER,Denis,Maire,Sainte-Maure,Aube,DUPONT-AIGNAN Nicolas,08/02/2022,AUBE,10,44,10SAINTEMAURE,10352
M.,SAINTON,Michel,Maire,Payns,Aube,DUPONT-AIGNAN Nicolas,08/02/2022,AUBE,10,44,10PAYNS,10282
M.,CHOFFÉ,Francis,Maire,Blaincourt-sur-Aube,Aube,KAZIB Anasse,08/02/2022,AUBE,10,44,10BLAINCOURTSURAUBE,10046
M.,MICHEL,Alain,Maire,Joncreuil,Aube,KAZIB Anasse,08/02/2022,AUBE,10,44,10JONCREUIL,10180
M.,GOMBAULT,Patrick,Maire,Viâpres-le-Petit,Aube,LASSALLE Jean,08/02/2022,AUBE,10,44,10VIAPRESLEPETIT,10408
M.,LEHMANN,Philippe,Maire,Fuligny,Aube,LASSALLE Jean,08/02/2022,AUBE,10,44,10FULIGNY,10163
Mme,CARPANESE,Barbara,Maire,Villenauxe-la-Grande,Aube,MACRON Emmanuel,08/02/2022,AUBE,10,44,10VILLENAUXELAGRANDE,10420
M.,BARAT,Vincent,Maire,Saint-Aubin,Aube,MARTINEZ Antoine,08/02/2022,AUBE,10,44,10SAINTAUBIN,10334
M.,BERGERAT,Gérard,Maire,Juvanzé,Aube,MARTINEZ Antoine,08/02/2022,AUBE,10,44,10JUVANZE,10183
M.,BAROIN,François,Maire,Troyes,Aube,PÉCRESSE Valérie,08/02/2022,AUBE,10,44,10TROYES,10387
M.,JACQUES,Jean-Paul,Maire,Ormes,Aube,PÉCRESSE Valérie,08/02/2022,AUBE,10,44,10ORMES,10272
M.,MATHIAS,Jean-Yves,Conseiller départemental,,Aube,PÉCRESSE Valérie,08/02/2022,AUBE,10,44,10,
M.,MENUEL,Gérard,Député,3ème circonscription,Aube,PÉCRESSE Valérie,08/02/2022,AUBE,10,44,10EMECIRCONSCRIPTION,
M.,RAGUIN,Jacky,Maire,Creney-près-Troyes,Aube,PÉCRESSE Valérie,08/02/2022,AUBE,10,44,10CRENEYPRESTROYES,10115
M.,VIART,Jean-Michel,Maire,Saint-Julien-les-Villas,Aube,PÉCRESSE Valérie,08/02/2022,AUBE,10,44,10SAINTJULIENLESVILLAS,10343
M.,JACTAT,Jean-Claude,Maire,Pouan-les-Vallées,Aube,POUTOU Philippe,08/02/2022,AUBE,10,44,10POUANLESVALLEES,10299
M.,CHATEL,Laurent,Maire,Les Bordes-Aumont,Aube,THOUY Hélène,08/02/2022,AUBE,10,44,10LESBORDESAUMONT,10049
M.,BOYNARD,Jean-Jacques,Maire,Fontaine-Mâcon,Aube,ZEMMOUR Éric,08/02/2022,AUBE,10,44,10FONTAINEMACON,10153
M.,CORDIER,Dany,Maire,Chaumesnil,Aube,ZEMMOUR Éric,08/02/2022,AUBE,10,44,10CHAUMESNIL,10093
M.,GAVAZZI,Christophe,Maire,Plaines-Saint-Lange,Aube,ZEMMOUR Éric,08/02/2022,AUBE,10,44,10PLAINESSAINTLANGE,10288
M.,PIOT,Bernard,Maire,Lignol-le-Château,Aube,ZEMMOUR Éric,08/02/2022,AUBE,10,44,10LIGNOLLECHATEAU,10197
