Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,BILLARD,Armelle,Conseillère départementale,,Ille-et-Vilaine,HIDALGO Anne,01/02/2022,ILLEETVILAINE,35,53,35,
M.,LE BOHEC,Gaël,Député,4ème circonscription,Ille-et-Vilaine,MACRON Emmanuel,01/02/2022,ILLEETVILAINE,35,53,35EMECIRCONSCRIPTION,
M.,GAUDICHON,Jean-Michel,Maire,Sainte-Anne-sur-Vilaine,Ille-et-Vilaine,ARTHAUD Nathalie,03/02/2022,ILLEETVILAINE,35,53,35SAINTEANNESURVILAINE,35249
M.,RIAUD,René,Maire,Sixt-sur-Aff,Ille-et-Vilaine,ARTHAUD Nathalie,03/02/2022,ILLEETVILAINE,35,53,35SIXTSURAFF,35328
Mme,BESSERVE,Laurence,Maire,Betton,Ille-et-Vilaine,HIDALGO Anne,03/02/2022,ILLEETVILAINE,35,53,35BETTON,35024
M.,BOULOUX,Mickaël,Maire,Le Rheu,Ille-et-Vilaine,HIDALGO Anne,03/02/2022,ILLEETVILAINE,35,53,35LERHEU,35240
M.,COULOMBEL,Ludovic,Conseiller départemental,,Ille-et-Vilaine,HIDALGO Anne,03/02/2022,ILLEETVILAINE,35,53,35,
M.,LENFANT,Stéphane,Conseiller départemental,,Ille-et-Vilaine,HIDALGO Anne,03/02/2022,ILLEETVILAINE,35,53,35,
M.,LE HIR,Loïc,Conseiller régional,Bretagne,Ille-et-Vilaine,JADOT Yannick,03/02/2022,ILLEETVILAINE,35,53,35BRETAGNE,
M.,DE GOUVION SAINT CYR,Aymar,Conseiller départemental,,Ille-et-Vilaine,MACRON Emmanuel,03/02/2022,ILLEETVILAINE,35,53,35,
Mme,MAILLART-MÉHAIGNERIE,Laurence,Députée,2ème circonscription,Ille-et-Vilaine,MACRON Emmanuel,03/02/2022,ILLEETVILAINE,35,53,35EMECIRCONSCRIPTION,
M.,MELLET,Yvon,Maire,Teillay,Ille-et-Vilaine,MACRON Emmanuel,03/02/2022,ILLEETVILAINE,35,53,35TEILLAY,35332
M.,MINIER,Vincent,Maire,Chanteloup,Ille-et-Vilaine,MACRON Emmanuel,03/02/2022,ILLEETVILAINE,35,53,35CHANTELOUP,35054
M.,REGNIER,Teddy,Maire,Châteaubourg,Ille-et-Vilaine,MACRON Emmanuel,03/02/2022,ILLEETVILAINE,35,53,35CHATEAUBOURG,35068
Mme,APPÉRÉ,Nathalie,Maire,Rennes,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35RENNES,35238
M.,CHENUT,Jean-Luc,Conseiller départemental,,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35,
Mme,COURTIGNÉ,Isabelle,Conseillère départementale,,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35,
M.,HERVÉ,Marc,Conseiller départemental,,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35,
Mme,PELLERIN,Isabelle,Conseillère régionale,Bretagne,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35BRETAGNE,
Mme,ROBERT,Sylvie,Sénatrice,,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35,
Mme,ROUAUX,Claudia,Députée,3ème circonscription,Ille-et-Vilaine,HIDALGO Anne,08/02/2022,ILLEETVILAINE,35,53,35EMECIRCONSCRIPTION,
Mme,LE FRÈNE,Marion,Conseillère départementale,,Ille-et-Vilaine,JADOT Yannick,08/02/2022,ILLEETVILAINE,35,53,35,
M.,OILLIC,Goulven,Conseiller régional,Bretagne,Ille-et-Vilaine,JADOT Yannick,08/02/2022,ILLEETVILAINE,35,53,35BRETAGNE,
M.,PERRIN,Nicolas,Conseiller départemental,,Ille-et-Vilaine,JADOT Yannick,08/02/2022,ILLEETVILAINE,35,53,35,
Mme,ROGER-MOIGNEU,Caroline,Conseillère départementale,,Ille-et-Vilaine,JADOT Yannick,08/02/2022,ILLEETVILAINE,35,53,35,
M.,SALMON,Daniel,Sénateur,,Ille-et-Vilaine,JADOT Yannick,08/02/2022,ILLEETVILAINE,35,53,35,
Mme,CLOAREC,Christine,Députée,5ème circonscription,Ille-et-Vilaine,MACRON Emmanuel,08/02/2022,ILLEETVILAINE,35,53,35EMECIRCONSCRIPTION,
Mme,FERET,Jeanne,Conseillère départementale,,Ille-et-Vilaine,MACRON Emmanuel,08/02/2022,ILLEETVILAINE,35,53,35,
M.,MARBOEUF,Bernard,Conseiller régional,Bretagne,Ille-et-Vilaine,MACRON Emmanuel,08/02/2022,ILLEETVILAINE,35,53,35BRETAGNE,
Mme,PATAULT,Anne,Conseillère régionale,Bretagne,Ille-et-Vilaine,MACRON Emmanuel,08/02/2022,ILLEETVILAINE,35,53,35BRETAGNE,
M.,RICHEUX,Jean-Francis,Maire,Saint-Père-Marc-en-Poulet,Ille-et-Vilaine,MACRON Emmanuel,08/02/2022,ILLEETVILAINE,35,53,35SAINTPEREMARCENPOULET,35306
Mme,MOTEL,Michèle,Conseillère départementale,,Ille-et-Vilaine,MÉLENCHON Jean-Luc,08/02/2022,ILLEETVILAINE,35,53,35,
Mme,LE CALLENNEC,Isabelle,Maire,Vitré,Ille-et-Vilaine,PÉCRESSE Valérie,08/02/2022,ILLEETVILAINE,35,53,35VITRE,35360
Mme,PARMENTIER,Mélina,Maire,Bécherel,Ille-et-Vilaine,PÉCRESSE Valérie,08/02/2022,ILLEETVILAINE,35,53,35BECHEREL,35022
Mme,BOUTON,Cécile,Conseillère départementale,,Ille-et-Vilaine,ROUSSEL Fabien,08/02/2022,ILLEETVILAINE,35,53,35,
M.,DEMOLDER,Michel,Maire,Pont-Péan,Ille-et-Vilaine,ROUSSEL Fabien,08/02/2022,ILLEETVILAINE,35,53,35PONTPEAN,35363
Mme,LE FLOCH,Anne,Maire,La Chapelle-des-Fougeretz,Ille-et-Vilaine,TAUBIRA Christiane,08/02/2022,ILLEETVILAINE,35,53,35LACHAPELLEDESFOUGERETZ,35059
M.,BARDY,Thomas,Maire,Arbrissel,Ille-et-Vilaine,DUPONT-AIGNAN Nicolas,10/02/2022,ILLEETVILAINE,35,53,35ARBRISSEL,35005
M.,BATHELLIER,Nicolas,Maire,Sains,Ille-et-Vilaine,FORTANÉ Jean-Marc,10/02/2022,ILLEETVILAINE,35,53,35SAINS,35248
Mme,COURTEILLE,Anne-Françoise,Conseillère départementale,,Ille-et-Vilaine,HIDALGO Anne,10/02/2022,ILLEETVILAINE,35,53,35,
M.,DÉNÈS,Olwen,Conseiller départemental,,Ille-et-Vilaine,JADOT Yannick,10/02/2022,ILLEETVILAINE,35,53,35,
Mme,DESMARES-POIRRIER,Claire,Conseillère régionale,Bretagne,Ille-et-Vilaine,JADOT Yannick,10/02/2022,ILLEETVILAINE,35,53,35BRETAGNE,
Mme,QUILAN,Sylvie,Conseillère départementale,,Ille-et-Vilaine,JADOT Yannick,10/02/2022,ILLEETVILAINE,35,53,35,
M.,REBOUX,Pierre-Yves,Maire,Val d'Anast,Ille-et-Vilaine,MACRON Emmanuel,10/02/2022,ILLEETVILAINE,35,53,35VALDANAST,35168
