Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,BIER,Rémy,Maire,Schneckenbusch,Moselle,ASSELINEAU François,01/02/2022,MOSELLE,57,44,57SCHNECKENBUSCH,57637
M.,NICOLAS,Sylvain,Maire,Moncourt,Moselle,DUPONT-AIGNAN Nicolas,01/02/2022,MOSELLE,57,44,57MONCOURT,57473
M.,AREND,Christophe,Député,6ème circonscription,Moselle,MACRON Emmanuel,01/02/2022,MOSELLE,57,44,57EMECIRCONSCRIPTION,
Mme,GRIES-TRISSE,Nicole,Députée,5ème circonscription,Moselle,MACRON Emmanuel,01/02/2022,MOSELLE,57,44,57EMECIRCONSCRIPTION,
Mme,RAUCH,Isabelle,Députée,9ème circonscription,Moselle,MACRON Emmanuel,01/02/2022,MOSELLE,57,44,57EMECIRCONSCRIPTION,
M.,FRANÇOIS,Jean,Conseiller départemental,,Moselle,PÉCRESSE Valérie,01/02/2022,MOSELLE,57,44,57,
M.,GAUDÉ,Hervé,Maire,Malroy,Moselle,ZEMMOUR Éric,01/02/2022,MOSELLE,57,44,57MALROY,57438
M.,RENAUT,Jean,Maire,Silly-en-Saulnois,Moselle,ZEMMOUR Éric,01/02/2022,MOSELLE,57,44,57SILLYENSAULNOIS,57653
M.,GENIN,Alain,Maire,Aspach,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57ASPACH,57034
Mme,GEORGES,Evelyne,Maire,Arraincourt,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57ARRAINCOURT,57027
M.,LICHT,Yves,Maire,Contz-les-Bains,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57CONTZLESBAINS,57152
M.,LOUNISSI,Pierre,Maire,Hestroff,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57HESTROFF,57322
M.,RAUSCH,Roland,Maire,Betting,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57BETTING,57073
M.,ROHMER,Pascal,Maire,Vasperviller,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57VASPERVILLER,57697
M.,TURCK,Gilbert,Maire,Chailly-lès-Ennery,Moselle,ARTHAUD Nathalie,03/02/2022,MOSELLE,57,44,57CHAILLYLESENNERY,57125
M.,KLEIN,Christian,Maire,Buchy,Moselle,ASSELINEAU François,03/02/2022,MOSELLE,57,44,57BUCHY,57116
M.,ZYLA,Eddi,Maire,Obervisse,Moselle,ASSELINEAU François,03/02/2022,MOSELLE,57,44,57OBERVISSE,57519
M.,CONTE,Didier,Maire,Dalhain,Moselle,DUPONT-AIGNAN Nicolas,03/02/2022,MOSELLE,57,44,57DALHAIN,57166
M.,GODFRIN,Jean-Noël,Maire,Hannocourt,Moselle,DUPONT-AIGNAN Nicolas,03/02/2022,MOSELLE,57,44,57HANNOCOURT,57292
M.,HOCHARD,Guy,Maire,Kerling-lès-Sierck,Moselle,DUPONT-AIGNAN Nicolas,03/02/2022,MOSELLE,57,44,57KERLINGLESSIERCK,57361
Mme,MENICHETTI,Fabienne,Maire,Ottange,Moselle,HIDALGO Anne,03/02/2022,MOSELLE,57,44,57OTTANGE,57529
M.,WEBER,Michael,Maire,Wœlfling-lès-Sarreguemines,Moselle,HIDALGO Anne,03/02/2022,MOSELLE,57,44,57WOELFLINGLESSARREGUEMINES,57750
M.,DIDIER,François,Maire,Sotzeling,Moselle,JADOT Yannick,03/02/2022,MOSELLE,57,44,57SOTZELING,57657
Mme,ROMANI,Eliane,Conseillère régionale,Grand Est,Moselle,JADOT Yannick,03/02/2022,MOSELLE,57,44,57GRANDEST,
M.,SECONDÉ,Jean-François,Conseiller régional,Grand Est,Moselle,JADOT Yannick,03/02/2022,MOSELLE,57,44,57GRANDEST,
M.,LEIDELINGER,Jean-François,Maire,Maizeroy,Moselle,KAZIB Anasse,03/02/2022,MOSELLE,57,44,57MAIZEROY,57431
M.,MEYER,Gérard,Maire,Prévocourt,Moselle,KAZIB Anasse,03/02/2022,MOSELLE,57,44,57PREVOCOURT,57555
Mme,RICHARD,Sylvie,Maire,Saint-Hubert,Moselle,KAZIB Anasse,03/02/2022,MOSELLE,57,44,57SAINTHUBERT,57612
M.,SCHERER,Adrien Edy,Maire,Rémering,Moselle,KAZIB Anasse,03/02/2022,MOSELLE,57,44,57REMERING,57570
M.,BALLASSE,Luc,Maire,Hallering,Moselle,LASSALLE Jean,03/02/2022,MOSELLE,57,44,57HALLERING,57284
M.,CHUDZ,Jean-Louis,Maire,Epping,Moselle,LASSALLE Jean,03/02/2022,MOSELLE,57,44,57EPPING,57195
M.,LEGENDRE,Yves,Maire,Les Étangs,Moselle,LASSALLE Jean,03/02/2022,MOSELLE,57,44,57LESETANGS,57200
M.,THILL,Pierre,Maire,Vahl-lès-Faulquemont,Moselle,LASSALLE Jean,03/02/2022,MOSELLE,57,44,57VAHLLESFAULQUEMONT,57686
M.,ENGELMANN,Fabien,Maire,Hayange,Moselle,LE PEN Marine,03/02/2022,MOSELLE,57,44,57HAYANGE,57306
M.,PFEFFER,Kévin,Conseiller régional,Grand Est,Moselle,LE PEN Marine,03/02/2022,MOSELLE,57,44,57GRANDEST,
M.,ASSEL,Roland,Maire,Guermange,Moselle,MACRON Emmanuel,03/02/2022,MOSELLE,57,44,57GUERMANGE,57272
M.,BOHL,Jean-Luc,Maire,Montigny-lès-Metz,Moselle,MACRON Emmanuel,03/02/2022,MOSELLE,57,44,57MONTIGNYLESMETZ,57480
M.,BUTTERBACH,Denis,Maire,Valmunster,Moselle,MACRON Emmanuel,03/02/2022,MOSELLE,57,44,57VALMUNSTER,57691
M.,MULLER,Yves,Conseiller régional,Grand Est,Moselle,MACRON Emmanuel,03/02/2022,MOSELLE,57,44,57GRANDEST,
