Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,CUKIERMAN,Cécile,Sénatrice,,Loire,ROUSSEL Fabien,01/02/2022,LOIRE,42,84,42,
M.,FAVERJON,Christophe,Maire,Unieux,Loire,ROUSSEL Fabien,01/02/2022,LOIRE,42,84,42UNIEUX,42316
M.,LECOCQ,Yves,Maire,Pavezin,Loire,ARTHAUD Nathalie,03/02/2022,LOIRE,42,84,42PAVEZIN,42167
M.,LADET,Jean-Jacques,Conseiller départemental,,Loire,HIDALGO Anne,03/02/2022,LOIRE,42,84,42,
Mme,CHRISTIN-LAFOND,Simone,Maire,Apinac,Loire,LASSALLE Jean,03/02/2022,LOIRE,42,84,42APINAC,42006
M.,BERTHELIER,Bruno,Maire,Charlieu,Loire,MACRON Emmanuel,03/02/2022,LOIRE,42,84,42CHARLIEU,42052
M.,KAUFFER,David,Maire,Saint-Romain-les-Atheux,Loire,MACRON Emmanuel,03/02/2022,LOIRE,42,84,42SAINTROMAINLESATHEUX,42286
Mme,SARLES,Nathalie,Députée,5ème circonscription,Loire,MACRON Emmanuel,03/02/2022,LOIRE,42,84,42EMECIRCONSCRIPTION,
M.,TISSOT,Jean Paul,Maire,Veauchette,Loire,MACRON Emmanuel,03/02/2022,LOIRE,42,84,42VEAUCHETTE,42324
Mme,BURELIER,Huguette,Conseillère départementale,,Loire,PÉCRESSE Valérie,03/02/2022,LOIRE,42,84,42,
Mme,ROBIN,Clotilde,Conseillère départementale,,Loire,PÉCRESSE Valérie,03/02/2022,LOIRE,42,84,42,
Mme,ROTKOPF,Sophie,Conseillère régionale,Auvergne-Rhône-Alpes,Loire,PÉCRESSE Valérie,03/02/2022,LOIRE,42,84,42AUVERGNERHONEALPES,
M.,BARRIER,Jean-Alain,Maire,Farnay,Loire,ROUSSEL Fabien,03/02/2022,LOIRE,42,84,42FARNAY,42093
M.,BONY,Vincent,Maire,Rive-de-Gier,Loire,ROUSSEL Fabien,03/02/2022,LOIRE,42,84,42RIVEDEGIER,42186
Mme,GONZALEZ-GRAIL,Ramona,Maire,La Talaudière,Loire,HIDALGO Anne,08/02/2022,LOIRE,42,84,42LATALAUDIERE,42305
M.,PEYRON,Eric,Maire,Mably,Loire,HIDALGO Anne,08/02/2022,LOIRE,42,84,42MABLY,42127
Mme,SEMACHE,Nadia,Conseillère départementale,,Loire,HIDALGO Anne,08/02/2022,LOIRE,42,84,42,
M.,HEITZ,Philippe,Maire,Burdignes,Loire,JADOT Yannick,08/02/2022,LOIRE,42,84,42BURDIGNES,42028
M.,LONGEON,Olivier,Conseiller régional,Auvergne-Rhône-Alpes,Loire,JADOT Yannick,08/02/2022,LOIRE,42,84,42AUVERGNERHONEALPES,
Mme,VIALLETON,Marie-Michelle,Conseillère départementale,,Loire,JADOT Yannick,08/02/2022,LOIRE,42,84,42,
M.,ZILLIOX,Charles,Maire,Bessey,Loire,KOENIG Gaspard,08/02/2022,LOIRE,42,84,42BESSEY,42018
M.,DAVAL,Bertrand,Maire,Vêtre-sur-Anzon,Loire,LASSALLE Jean,08/02/2022,LOIRE,42,84,42VETRESURANZON,42245
M.,EPINAT,Joël,Maire,Saint-Bonnet-le-Courreau,Loire,LASSALLE Jean,08/02/2022,LOIRE,42,84,42SAINTBONNETLECOURREAU,42205
M.,MORETON,Raphaël,Maire,Viricelles,Loire,LASSALLE Jean,08/02/2022,LOIRE,42,84,42VIRICELLES,42335
M.,PALIARD,Rambert,Maire,Saint-Paul-d'Uzore,Loire,LASSALLE Jean,08/02/2022,LOIRE,42,84,42SAINTPAULDUZORE,42269
M.,SMITH,Jean,Maire,Saint-Jean-Saint-Maurice-sur-Loire,Loire,LASSALLE Jean,08/02/2022,LOIRE,42,84,42SAINTJEANSAINTMAURICESURLOIRE,42239
M.,VERDIER,Pierre,Maire,Marcoux,Loire,LASSALLE Jean,08/02/2022,LOIRE,42,84,42MARCOUX,42136
M.,BERLIVET,Eric,Maire,Roche-la-Molière,Loire,MACRON Emmanuel,08/02/2022,LOIRE,42,84,42ROCHELAMOLIERE,42189
Mme,GANDREY,Carine,Maire,Écotay-l'Olme,Loire,MACRON Emmanuel,08/02/2022,LOIRE,42,84,42ECOTAYLOLME,42087
M.,COASSY,Bruno,Maire,Sainte-Agathe-en-Donzy,Loire,MÉLENCHON Jean-Luc,08/02/2022,LOIRE,42,84,42SAINTEAGATHEENDONZY,42196
Mme,PFISTER,Marie-Gabrielle,Maire,Leigneux,Loire,MÉLENCHON Jean-Luc,08/02/2022,LOIRE,42,84,42LEIGNEUX,42119
M.,BONNE,Bernard,Sénateur,,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42,
M.,GRANJON,Serge,Maire,La Tourette,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42LATOURETTE,42312
M.,LARDON,Eric,Maire,Saint-Marcellin-en-Forez,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42SAINTMARCELLINENFOREZ,42256
M.,LAURENT,Denis,Maire,Valfleury,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42VALFLEURY,42320
M.,MISSONNIER,Thierry,Maire,Lérigneux,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42LERIGNEUX,42121
M.,MURZI,Lucien,Conseiller départemental,,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42,
M.,NICOLIN,Yves,Maire,Roanne,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42ROANNE,42187
M.,TAITE,Jean-Pierre,Maire,Feurs,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42FEURS,42094
M.,ZIEGLER,Georges,Conseiller départemental,,Loire,PÉCRESSE Valérie,08/02/2022,LOIRE,42,84,42,
M.,VERMEERSCH,André,Maire,Saint-Régis-du-Coin,Loire,POUTOU Philippe,08/02/2022,LOIRE,42,84,42SAINTREGISDUCOIN,42280
M.,BONNEFOY,Cyrille,Maire,La Ricamarie,Loire,ROUSSEL Fabien,08/02/2022,LOIRE,42,84,42LARICAMARIE,42183
M.,TISSOT,Jean-Claude,Sénateur,,Loire,HIDALGO Anne,10/02/2022,LOIRE,42,84,42,
M.,JUANICO,Régis,Député,1ère circonscription,Loire,JADOT Yannick,10/02/2022,LOIRE,42,84,42ERECIRCONSCRIPTION,
Mme,CHOUVIER,Evelyne,Maire,Saint-Jean-Soleymieux,Loire,LASSALLE Jean,10/02/2022,LOIRE,42,84,42SAINTJEANSOLEYMIEUX,42240
M.,LUCAS,Michel,Conseiller régional,Auvergne-Rhône-Alpes,Loire,LE PEN Marine,10/02/2022,LOIRE,42,84,42AUVERGNERHONEALPES,
M.,MIS,Jean-Michel,Député,2ème circonscription,Loire,MACRON Emmanuel,10/02/2022,LOIRE,42,84,42EMECIRCONSCRIPTION,
M.,FOURNIER,Bernard,Sénateur,,Loire,PÉCRESSE Valérie,10/02/2022,LOIRE,42,84,42,
Mme,PERRIN,Fabienne,Conseillère départementale,,Loire,PÉCRESSE Valérie,10/02/2022,LOIRE,42,84,42,
Mme,PEYCELON,Nicole,Conseillère régionale,Auvergne-Rhône-Alpes,Loire,PÉCRESSE Valérie,10/02/2022,LOIRE,42,84,42AUVERGNERHONEALPES,
M.,CHERVIN,Jean-Luc,Maire,Riorges,Loire,HIDALGO Anne,15/02/2022,LOIRE,42,84,42RIORGES,42184
M.,SIMONE,Pierre,Maire,Saint-Barthélemy-Lestra,Loire,JADOT Yannick,15/02/2022,LOIRE,42,84,42SAINTBARTHELEMYLESTRA,42202
Mme,BRAVO,Marie-Christine,Maire,Saint-Léger-sur-Roanne,Loire,MACRON Emmanuel,15/02/2022,LOIRE,42,84,42SAINTLEGERSURROANNE,42253
Mme,FAURE-MUNTIAN,Valéria,Députée,3ème circonscription,Loire,MACRON Emmanuel,15/02/2022,LOIRE,42,84,42EMECIRCONSCRIPTION,
M.,PATARD,Christian,Maire délégué d'une commune associée ou d'une commune déléguée,Vêtre-sur-Anzon,Loire,MACRON Emmanuel,15/02/2022,LOIRE,42,84,42VETRESURANZON,42245
M.,LAVAL,Jean Luc,Maire,Salt-en-Donzy,Loire,MÉLENCHON Jean-Luc,15/02/2022,LOIRE,42,84,42SALTENDONZY,42296
M.,SUZAN,Georges,Maire,Bussières,Loire,MÉLENCHON Jean-Luc,15/02/2022,LOIRE,42,84,42BUSSIERES,42029
Mme,BONNET,Sylvie,Conseillère départementale,,Loire,PÉCRESSE Valérie,15/02/2022,LOIRE,42,84,42,
M.,CINIERI,Dino,Député,4ème circonscription,Loire,PÉCRESSE Valérie,15/02/2022,LOIRE,42,84,42EMECIRCONSCRIPTION,
Mme,CREUZET-SLEPCEVIC,Sandra,Maire,Le Coteau,Loire,PÉCRESSE Valérie,15/02/2022,LOIRE,42,84,42LECOTEAU,42071
Mme,FAYARD,Stéphanie,Maire,Mornand-en-Forez,Loire,PÉCRESSE Valérie,15/02/2022,LOIRE,42,84,42MORNANDENFOREZ,42151
M.,VERMOREL-MARQUES,Antoine,Conseiller départemental,,Loire,PÉCRESSE Valérie,15/02/2022,LOIRE,42,84,42,
M.,LAGET,Bernard,Conseiller départemental,,Loire,ZEMMOUR Éric,15/02/2022,LOIRE,42,84,42,
Mme,BERNARD,Arlette,Conseillère départementale,,Loire,HIDALGO Anne,17/02/2022,LOIRE,42,84,42,
M.,BOROWCZYK,Julien,Député,6ème circonscription,Loire,MACRON Emmanuel,17/02/2022,LOIRE,42,84,42EMECIRCONSCRIPTION,
Mme,MOUSEGHIAN,Aline,Conseillère régionale,Auvergne-Rhône-Alpes,Loire,PÉCRESSE Valérie,17/02/2022,LOIRE,42,84,42AUVERGNERHONEALPES,
Mme,DUMOULIN,Brigitte,Conseillère départementale,,Loire,HIDALGO Anne,22/02/2022,LOIRE,42,84,42,
M.,DEVRIEUX,Michel,Maire,Pélussin,Loire,MÉLENCHON Jean-Luc,22/02/2022,LOIRE,42,84,42PELUSSIN,42168
M.,AVRIL,René,Maire,Merle-Leignec,Loire,PÉCRESSE Valérie,22/02/2022,LOIRE,42,84,42MERLELEIGNEC,42142
Mme,CALACIURA,Stéphanie,Conseillère départementale,,Loire,PÉCRESSE Valérie,22/02/2022,LOIRE,42,84,42,
M.,REYNAUD,Hervé,Conseiller départemental,,Loire,PÉCRESSE Valérie,22/02/2022,LOIRE,42,84,42,
M.,TARDY,Gerard,Maire,Lorette,Loire,ZEMMOUR Éric,22/02/2022,LOIRE,42,84,42LORETTE,42123
M.,CESA,Johann,Conseiller régional,Auvergne-Rhône-Alpes,Loire,HIDALGO Anne,24/02/2022,LOIRE,42,84,42AUVERGNERHONEALPES,
