Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,FOURNIER,Christian,Maire,Saint-Martin-Valmeroux,Cantal,MACRON Emmanuel,01/02/2022,CANTAL,15,84,15SAINTMARTINVALMEROUX,15202
M.,BARRIER,Jean-François,Maire,Velzic,Cantal,ROUSSEL Fabien,01/02/2022,CANTAL,15,84,15VELZIC,15252
M.,BOISSET,François,Maire,Riom-ès-Montagnes,Cantal,ROUSSEL Fabien,01/02/2022,CANTAL,15,84,15RIOMESMONTAGNES,15162
M.,AMARGER,Didier,Maire,Coltines,Cantal,JADOT Yannick,03/02/2022,CANTAL,15,84,15COLTINES,15053
M.,FRECHOU,Stéphane,Conseiller départemental,,Cantal,JADOT Yannick,03/02/2022,CANTAL,15,84,15,
M.,TEYSSEDOU,Michel,Maire,Parlan,Cantal,MACRON Emmanuel,03/02/2022,CANTAL,15,84,15PARLAN,15147
M.,MALBEC,Jean-Paul,Maire,Saint-Bonnet-de-Condat,Cantal,MÉLENCHON Jean-Luc,03/02/2022,CANTAL,15,84,15SAINTBONNETDECONDAT,15173
M.,FAURE,Bruno,Conseiller départemental,,Cantal,PÉCRESSE Valérie,03/02/2022,CANTAL,15,84,15,
M.,SAUTAREL,Stéphane,Sénateur,,Cantal,PÉCRESSE Valérie,03/02/2022,CANTAL,15,84,15,
M.,MATHONIER,Pierre,Maire,Aurillac,Cantal,HIDALGO Anne,08/02/2022,CANTAL,15,84,15AURILLAC,15014
M.,ALEXANDRE,Yves,Maire,Carlat,Cantal,JADOT Yannick,08/02/2022,CANTAL,15,84,15CARLAT,15028
M.,MEISSONNIER,Daniel,Maire,Laveissière,Cantal,LASSALLE Jean,08/02/2022,CANTAL,15,84,15LAVEISSIERE,15101
M.,MOMMALIER,Gilbert,Maire,Saint-Étienne-de-Chomeil,Cantal,LASSALLE Jean,08/02/2022,CANTAL,15,84,15SAINTETIENNEDECHOMEIL,15185
M.,BRIANT,Stéphane,Maire,Antignac,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15ANTIGNAC,15008
M.,COUSSAIN,Yves,Maire,Teissières-lès-Bouliès,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15TEISSIERESLESBOULIES,15234
M.,DANEMANS,François,Maire,Puycapel,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15PUYCAPEL,15027
Mme,MAISONNEUVE,Catherine,Maire,Veyrières,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15VEYRIERES,15254
Mme,MANDON,Daniele,Maire,Lugarde,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15LUGARDE,15110
M.,MATIERE,Philippe,Maire,Raulhac,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15RAULHAC,15159
M.,VIDAL,Jean-Louis,Maire,Crandelles,Cantal,MACRON Emmanuel,08/02/2022,CANTAL,15,84,15CRANDELLES,15056
M.,DELCHET,Philippe,Maire,La Monselie,Cantal,MARTINEZ Antoine,08/02/2022,CANTAL,15,84,15LAMONSELIE,15128
Mme,BEAUDREY,Dominique,Conseillère départementale,,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15,
Mme,BESSE,Marina,Maire,Mentières,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15MENTIERES,15125
M.,BONY,Jean-Yves,Député,2ème circonscription,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15EMECIRCONSCRIPTION,
M.,BROUSSE,Michel,Maire,Chaudes-Aigues,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15CHAUDESAIGUES,15045
M.,DESCOEUR,Vincent,Député,1ère circonscription,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15ERECIRCONSCRIPTION,
M.,LAFON,Pierre,Maire,Saint-Projet-de-Salers,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15SAINTPROJETDESALERS,15208
Mme,ROQUETTE,Marie-Hélène,Conseillère départementale,,Cantal,PÉCRESSE Valérie,08/02/2022,CANTAL,15,84,15,
M.,GIMENEZ,Antoine,Maire,Quézac,Cantal,POUTOU Philippe,08/02/2022,CANTAL,15,84,15QUEZAC,15157
M.,SÉRIÈS,Alain,Maire,Rouffiac,Cantal,ROUSSEL Fabien,08/02/2022,CANTAL,15,84,15ROUFFIAC,15165
M.,DE LAROCHE,Philippe,Maire,Cézens,Cantal,TAUBIRA Christiane,08/02/2022,CANTAL,15,84,15CEZENS,15033
Mme,ANDRIEUX,Claire,Maire,Saint-Saturnin,Cantal,ZEMMOUR Éric,08/02/2022,CANTAL,15,84,15SAINTSATURNIN,15213
M.,PRAT,Claude,Maire,Glénat,Cantal,ROUSSEL Fabien,10/02/2022,CANTAL,15,84,15GLENAT,15076
M.,POULHES,Christian,Maire,Naucelles,Cantal,HIDALGO Anne,15/02/2022,CANTAL,15,84,15NAUCELLES,15140
M.,FAUBLADIER,Jean-Michel,Maire,Lascelle,Cantal,MACRON Emmanuel,15/02/2022,CANTAL,15,84,15LASCELLE,15096
M.,MAISONNEUVE,Marc,Maire,Bassignac,Cantal,MACRON Emmanuel,15/02/2022,CANTAL,15,84,15BASSIGNAC,15019
M.,DALLE,Thierry,Maire délégué d'une commune associée ou d'une commune déléguée,Neussargues en Pinatelle,Cantal,PÉCRESSE Valérie,15/02/2022,CANTAL,15,84,15NEUSSARGUESENPINATELLE,15141
M.,BESOMBES,Michel,Maire,Saint-Étienne-de-Carlat,Cantal,MÉLENCHON Jean-Luc,17/02/2022,CANTAL,15,84,15SAINTETIENNEDECARLAT,15183
M.,BRESSON,Jacques,Maire,Auzers,Cantal,DUPONT-AIGNAN Nicolas,22/02/2022,CANTAL,15,84,15AUZERS,15015
M.,FALIES,Patrice,Maire,Freix-Anglards,Cantal,LASSALLE Jean,22/02/2022,CANTAL,15,84,15FREIXANGLARDS,15072
Mme,GUIBERT,Martine,Conseillère régionale,Auvergne-Rhône-Alpes,Cantal,MACRON Emmanuel,22/02/2022,CANTAL,15,84,15AUVERGNERHONEALPES,
M.,SOULIER,Christophe,Maire,Charmensac,Cantal,MÉLENCHON Jean-Luc,22/02/2022,CANTAL,15,84,15CHARMENSAC,15043
Mme,BRUGERON,Angélique,Conseillère régionale,Auvergne-Rhône-Alpes,Cantal,PÉCRESSE Valérie,22/02/2022,CANTAL,15,84,15AUVERGNERHONEALPES,
M.,DAYRAL,Michel,Maire délégué d'une commune associée ou d'une commune déléguée,Pleaux,Cantal,PÉCRESSE Valérie,22/02/2022,CANTAL,15,84,15PLEAUX,15153
M.,DELCROS,Bernard,Sénateur,,Cantal,MACRON Emmanuel,24/02/2022,CANTAL,15,84,15,
M.,BOUDON,Robert,Maire,Lieutadès,Cantal,PÉCRESSE Valérie,24/02/2022,CANTAL,15,84,15LIEUTADES,15106
