Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,CAUMES,François,Maire,Le Chalon,Drôme,ARTHAUD Nathalie,03/02/2022,DROME,26,84,26LECHALON,26068
M.,DEROUX,Denis,Maire,Bathernay,Drôme,DUPONT-AIGNAN Nicolas,03/02/2022,DROME,26,84,26BATHERNAY,26028
M.,FAVIER,Jean-Marc,Maire,Menglon,Drôme,LASSALLE Jean,03/02/2022,DROME,26,84,26MENGLON,26178
M.,BUIS,Bernard,Sénateur,,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26,
M.,CATELINOIS,Jean-Michel,Maire,Saint-Paul-Trois-Châteaux,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26SAINTPAULTROISCHATEAUX,26324
Mme,CHARMET,Martine,Conseillère départementale,,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26,
Mme,DE LAVERGNE,Célia,Députée,3ème circonscription,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26EMECIRCONSCRIPTION,
M.,JEUNE,Alain,Maire,Vesc,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26VESC,26373
M.,MERY,Patrice,Maire,Montbrison-sur-Lez,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26MONTBRISONSURLEZ,26192
M.,MONTAGNE,Ludwig,Maire,Saint-Barthélemy-de-Vals,Drôme,MACRON Emmanuel,03/02/2022,DROME,26,84,26SAINTBARTHELEMYDEVALS,26295
M.,CHARRASSE,Daniel,Maire,Bénivay-Ollon,Drôme,MÉLENCHON Jean-Luc,03/02/2022,DROME,26,84,26BENIVAYOLLON,26048
M.,GILLES,Daniel,Conseiller départemental,,Drôme,MÉLENCHON Jean-Luc,03/02/2022,DROME,26,84,26,
M.,BARNERON,Philippe,Maire,Peyrins,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26PEYRINS,26231
M.,COLOMB,Pierre,Maire,Saint-Michel-sur-Savasse,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26SAINTMICHELSURSAVASSE,26319
M.,DEBRIE,Serge,Maire,Bren,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26BREN,26061
M.,DELOCHE,Georges,Maire,Peyrus,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26PEYRUS,26232
M.,LARUE,Fabrice,Maire,Clérieux,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26CLERIEUX,26096
M.,LUNEL,Gérard,Maire,Saint-Paul-lès-Romans,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26SAINTPAULLESROMANS,26323
M.,RIBIÈRE,Philippe,Maire,Cobonne,Drôme,ARTHAUD Nathalie,08/02/2022,DROME,26,84,26COBONNE,26098
M.,ABRIAL,Jacques,Maire,Granges-les-Beaumont,Drôme,DUPONT-AIGNAN Nicolas,08/02/2022,DROME,26,84,26GRANGESLESBEAUMONT,26379
Mme,TACUSSEL,Odile,Maire,Mévouillon,Drôme,DUPONT-AIGNAN Nicolas,08/02/2022,DROME,26,84,26MEVOUILLON,26181
Mme,ROCHAS,Pascale,Conseillère départementale,,Drôme,HIDALGO Anne,08/02/2022,DROME,26,84,26,
M.,ZANON,Jean-Luc,Maire,La Coucourde,Drôme,HIDALGO Anne,08/02/2022,DROME,26,84,26LACOUCOURDE,26106
M.,LATTARD,Denis,Maire,Autichamp,Drôme,KOENIG Gaspard,08/02/2022,DROME,26,84,26AUTICHAMP,26021
M.,DALLON,Jean-Jacques,Maire,Oriol-en-Royans,Drôme,LASSALLE Jean,08/02/2022,DROME,26,84,26ORIOLENROYANS,26223
M.,FÉRET,Christophe,Maire,Ancône,Drôme,LASSALLE Jean,08/02/2022,DROME,26,84,26ANCONE,26008
M.,FEYDY,Yves,Maire,Montségur-sur-Lauzon,Drôme,LASSALLE Jean,08/02/2022,DROME,26,84,26MONTSEGURSURLAUZON,26211
M.,NICOLAS,Alain,Maire,Vers-sur-Méouge,Drôme,LASSALLE Jean,08/02/2022,DROME,26,84,26VERSSURMEOUGE,26372
M.,CAHN,Philippe,Maire,Châteauneuf-de-Bordette,Drôme,MACRON Emmanuel,08/02/2022,DROME,26,84,26CHATEAUNEUFDEBORDETTE,26082
Mme,CLAPOT,Mireille,Députée,1ère circonscription,Drôme,MACRON Emmanuel,08/02/2022,DROME,26,84,26ERECIRCONSCRIPTION,
M.,COMBEL,Laurent,Maire,La Motte-Chalancon,Drôme,MACRON Emmanuel,08/02/2022,DROME,26,84,26LAMOTTECHALANCON,26215
M.,FERNANDEZ,Daniel,Maire,Saint-Nazaire-le-Désert,Drôme,MACRON Emmanuel,08/02/2022,DROME,26,84,26SAINTNAZAIRELEDESERT,26321
Mme,PLACE,Anna,Conseillère départementale,,Drôme,MACRON Emmanuel,08/02/2022,DROME,26,84,26,
M.,ROUX,Frédéric,Maire,Mollans-sur-Ouvèze,Drôme,MACRON Emmanuel,08/02/2022,DROME,26,84,26MOLLANSSUROUVEZE,26188
