Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,LAMOTTE,Noël,Maire,Le Rozel,Manche,ARTHAUD Nathalie,01/02/2022,MANCHE,50,28,50LEROZEL,50442
M.,GUESNON,Daniel,Maire,Le Luot,Manche,DUPONT-AIGNAN Nicolas,01/02/2022,MANCHE,50,28,50LELUOT,50282
M.,ARRIVÉ,Benoît,Maire,Cherbourg-en-Cotentin,Manche,HIDALGO Anne,01/02/2022,MANCHE,50,28,50CHERBOURGENCOTENTIN,50129
Mme,PIC,Anna,Conseillère régionale,Normandie,Manche,HIDALGO Anne,01/02/2022,MANCHE,50,28,50NORMANDIE,
M.,BOUZIN,Fabien,Maire délégué d'une commune associée ou d'une commune déléguée,Le Teilleul,Manche,ARTHAUD Nathalie,03/02/2022,MANCHE,50,28,50LETEILLEUL,50591
Mme,CHAMPBERTAULD,Isabelle,Maire,La Colombe,Manche,ARTHAUD Nathalie,03/02/2022,MANCHE,50,28,50LACOLOMBE,50137
M.,HARDEL,Patrick,Maire délégué d'une commune associée ou d'une commune déléguée,Moyon Villages,Manche,ARTHAUD Nathalie,03/02/2022,MANCHE,50,28,50MOYONVILLAGES,50363
M.,THOMAS,Daniel,Maire,Baupte,Manche,ARTHAUD Nathalie,03/02/2022,MANCHE,50,28,50BAUPTE,50036
M.,BLESTEL,Gérard,Maire,Fierville-les-Mines,Manche,DUPONT-AIGNAN Nicolas,03/02/2022,MANCHE,50,28,50FIERVILLELESMINES,50183
M.,CHEVAILLIER,Gilles,Maire,Vernix,Manche,DUPONT-AIGNAN Nicolas,03/02/2022,MANCHE,50,28,50VERNIX,50628
M.,FURCY,Daniel,Maire,Servon,Manche,DUPONT-AIGNAN Nicolas,03/02/2022,MANCHE,50,28,50SERVON,50574
M.,LEPELTIER,Patrick,Maire,Savigny-le-Vieux,Manche,DUPONT-AIGNAN Nicolas,03/02/2022,MANCHE,50,28,50SAVIGNYLEVIEUX,50570
Mme,COUPÉ,Stéphanie,Conseillère départementale,,Manche,HIDALGO Anne,03/02/2022,MANCHE,50,28,50,
M.,HOULLEGATTE,Jean-Michel,Sénateur,,Manche,HIDALGO Anne,03/02/2022,MANCHE,50,28,50,
Mme,MEDERNACH,Françoise,Maire,Varouville,Manche,HIDALGO Anne,03/02/2022,MANCHE,50,28,50VAROUVILLE,50618
Mme,TAVARD,Agnès,Maire déléguée d'une commune associée ou d'une commune déléguée,Cherbourg-en-Cotentin,Manche,HIDALGO Anne,03/02/2022,MANCHE,50,28,50CHERBOURGENCOTENTIN,50129
M.,AUBRY,Antoine,Maire,Sainte-Suzanne-sur-Vire,Manche,MACRON Emmanuel,03/02/2022,MANCHE,50,28,50SAINTESUZANNESURVIRE,50556
M.,COURTEILLE,Roland,Maire,Quibou,Manche,MACRON Emmanuel,03/02/2022,MANCHE,50,28,50QUIBOU,50420
M.,GALBADON,Grégory,Maire,Saint-Pierre-de-Coutances,Manche,MACRON Emmanuel,03/02/2022,MANCHE,50,28,50SAINTPIERREDECOUTANCES,50537
M.,PIEN,Laurent,Maire,Condé-sur-Vire,Manche,MACRON Emmanuel,03/02/2022,MANCHE,50,28,50CONDESURVIRE,50139
