Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,FINIELS,Martine,Maire,Vernoux-en-Vivarais,Ardèche,HIDALGO Anne,01/02/2022,ARDECHE,07,84,07VERNOUXENVIVARAIS,07338
M.,BRUN,Fabrice,Député,3ème circonscription,Ardèche,PÉCRESSE Valérie,01/02/2022,ARDECHE,07,84,07EMECIRCONSCRIPTION,
M.,HONORE,Denis,Maire,Villevocance,Ardèche,ARTHAUD Nathalie,03/02/2022,ARDECHE,07,84,07VILLEVOCANCE,07342
Mme,BENOIT,Françoise,Maire,Saint-Étienne-de-Lugdarès,Ardèche,BARNIER Michel,03/02/2022,ARDECHE,07,84,07SAINTETIENNEDELUGDARES,07232
M.,LOUCHE,Alain,Maire,Veyras,Ardèche,HIDALGO Anne,03/02/2022,ARDECHE,07,84,07VEYRAS,07340
Mme,PORQUET,Céline,Conseillère régionale,Auvergne-Rhône-Alpes,Ardèche,LE PEN Marine,03/02/2022,ARDECHE,07,84,07AUVERGNERHONEALPES,
M.,CETTIER,Patrick,Maire,Lemps,Ardèche,MACRON Emmanuel,03/02/2022,ARDECHE,07,84,07LEMPS,07140
M.,ROCHETTE,Didier,Maire,Chanéac,Ardèche,MACRON Emmanuel,03/02/2022,ARDECHE,07,84,07CHANEAC,07054
M.,NURY,Didier,Maire,Laurac-en-Vivarais,Ardèche,PÉCRESSE Valérie,03/02/2022,ARDECHE,07,84,07LAURACENVIVARAIS,07134
M.,HOURS,Eric,Conseiller régional,Auvergne-Rhône-Alpes,Ardèche,ROUSSEL Fabien,03/02/2022,ARDECHE,07,84,07AUVERGNERHONEALPES,
M.,CHAMBON,Alain,Maire,Bessas,Ardèche,ARTHAUD Nathalie,08/02/2022,ARDECHE,07,84,07BESSAS,07033
M.,CROS,Joël,Maire,Sceautres,Ardèche,ARTHAUD Nathalie,08/02/2022,ARDECHE,07,84,07SCEAUTRES,07311
M.,FEYNEROL,Alain,Maire délégué d'une commune associée ou d'une commune déléguée,Saint-Pierre-Saint-Jean,Ardèche,ARTHAUD Nathalie,08/02/2022,ARDECHE,07,84,07SAINTPIERRESAINTJEAN,07284
M.,VIGNAL,Christophe,Maire,Le Pouzin,Ardèche,ARTHAUD Nathalie,08/02/2022,ARDECHE,07,84,07LEPOUZIN,07181
Mme,BOUDALI-KHEDIM,Souhila,Conseillère régionale,Auvergne-Rhône-Alpes,Ardèche,HIDALGO Anne,08/02/2022,ARDECHE,07,84,07AUVERGNERHONEALPES,
Mme,PALIX,Dominique,Maire,Saint-Symphorien-sous-Chomérac,Ardèche,HIDALGO Anne,08/02/2022,ARDECHE,07,84,07SAINTSYMPHORIENSOUSCHOMERAC,07298
M.,SAULIGNAC,Hervé,Député,1ère circonscription,Ardèche,HIDALGO Anne,08/02/2022,ARDECHE,07,84,07ERECIRCONSCRIPTION,
M.,UGHETTO,Laurent,Conseiller départemental,,Ardèche,HIDALGO Anne,08/02/2022,ARDECHE,07,84,07,
M.,NOEL,Daniel,Maire,Sainte-Marguerite-Lafigère,Ardèche,JADOT Yannick,08/02/2022,ARDECHE,07,84,07SAINTEMARGUERITELAFIGERE,07266
M.,BROTTES,Bernard,Maire,La Voulte-sur-Rhône,Ardèche,KOENIG Gaspard,08/02/2022,ARDECHE,07,84,07LAVOULTESURRHONE,07349
Mme,SERRE,Marie-Josée,Maire,Gourdon,Ardèche,LASSALLE Jean,08/02/2022,ARDECHE,07,84,07GOURDON,07098
Mme,BONNET,Sylvie,Maire,Ardoix,Ardèche,MACRON Emmanuel,08/02/2022,ARDECHE,07,84,07ARDOIX,07013
M.,DI VUOLO,Michel,Maire,Faugères,Ardèche,MÉLENCHON Jean-Luc,08/02/2022,ARDECHE,07,84,07FAUGERES,07088
M.,VIDAL,Jean-Luc,Maire,Barnas,Ardèche,MÉLENCHON Jean-Luc,08/02/2022,ARDECHE,07,84,07BARNAS,07025
M.,AMRANE,Olivier,Conseiller départemental,,Ardèche,PÉCRESSE Valérie,08/02/2022,ARDECHE,07,84,07,
M.,ARSAC,François,Maire,Chomérac,Ardèche,PÉCRESSE Valérie,08/02/2022,ARDECHE,07,84,07CHOMERAC,07066
M.,FLORY,Jean-Claude,Maire,Vals-les-Bains,Ardèche,PÉCRESSE Valérie,08/02/2022,ARDECHE,07,84,07VALSLESBAINS,07331
M.,FOURCHEGU,Patrick,Maire,Boucieu-le-Roi,Ardèche,THOUY Hélène,08/02/2022,ARDECHE,07,84,07BOUCIEULEROI,07040
M.,SEBASTIEN,Jacques,Maire,Saint-Joseph-des-Bancs,Ardèche,ASSELINEAU François,10/02/2022,ARDECHE,07,84,07SAINTJOSEPHDESBANCS,07251
Mme,BASTIDE,Bérengère,Maire,Chambonas,Ardèche,HIDALGO Anne,10/02/2022,ARDECHE,07,84,07CHAMBONAS,07050
M.,BROSSE,Gérard,Maire,Dunière-sur-Eyrieux,Ardèche,HIDALGO Anne,10/02/2022,ARDECHE,07,84,07DUNIERESUREYRIEUX,07083
M.,BORIE,Jean-François,Maire,Beaulieu,Ardèche,KUZMANOVIC Georges,10/02/2022,ARDECHE,07,84,07BEAULIEU,07028
Mme,SCHMITT,Anne,Maire,Pailharès,Ardèche,MÉLENCHON Jean-Luc,10/02/2022,ARDECHE,07,84,07PAILHARES,07170
Mme,BAULAND,Brigitte,Présidente d'un EPCI à fiscalité propre,CC Val de Ligne,Ardèche,PÉCRESSE Valérie,10/02/2022,ARDECHE,07,84,07CCVALDELIGNE,
M.,DARNAUD,Mathieu,Sénateur,,Ardèche,PÉCRESSE Valérie,10/02/2022,ARDECHE,07,84,07,
Mme,VENTALON,Anne,Sénatrice,,Ardèche,PÉCRESSE Valérie,10/02/2022,ARDECHE,07,84,07,
M.,WIART,Jean-Louis,Maire,Bozas,Ardèche,PÉCRESSE Valérie,10/02/2022,ARDECHE,07,84,07BOZAS,07039
M.,FAURE,Alexandre,Maire,Vernon,Ardèche,EGGER Clara,15/02/2022,ARDECHE,07,84,07VERNON,07336
M.,DEFFREIX,Christophe,Maire,Planzolles,Ardèche,HIDALGO Anne,15/02/2022,ARDECHE,07,84,07PLANZOLLES,07176
Mme,DUBOIS,Sylvie,Maire,Villeneuve-de-Berg,Ardèche,HIDALGO Anne,15/02/2022,ARDECHE,07,84,07VILLENEUVEDEBERG,07341
Mme,ROCHE,Bernadette,Conseillère départementale,,Ardèche,HIDALGO Anne,15/02/2022,ARDECHE,07,84,07,
M.,UGHETTO,René,Maire,Orgnac-l'Aven,Ardèche,HIDALGO Anne,15/02/2022,ARDECHE,07,84,07ORGNACLAVEN,07168
M.,HEYRAUD,Michel,Maire,Saint-Bauzile,Ardèche,LASSALLE Jean,15/02/2022,ARDECHE,07,84,07SAINTBAUZILE,07219
M.,SERROUL,John,Maire,Issanlas,Ardèche,LE PEN Marine,15/02/2022,ARDECHE,07,84,07ISSANLAS,07105
M.,BONIN,Guillaume,Maire,Valgorge,Ardèche,MÉLENCHON Jean-Luc,15/02/2022,ARDECHE,07,84,07VALGORGE,07329
M.,SANGÈS,Marc-Antoine,Maire,Creysseilles,Ardèche,MÉLENCHON Jean-Luc,15/02/2022,ARDECHE,07,84,07CREYSSEILLES,07074
M.,BONNET,Georges,Maire,Péreyres,Ardèche,PÉCRESSE Valérie,15/02/2022,ARDECHE,07,84,07PEREYRES,07173
M.,BULINGE,Jean-Paul,Maire,Mauves,Ardèche,PÉCRESSE Valérie,15/02/2022,ARDECHE,07,84,07MAUVES,07152
M.,MAISONNAT,Pierre,Conseiller départemental,,Ardèche,PÉCRESSE Valérie,15/02/2022,ARDECHE,07,84,07,
Mme,MASSEBEUF,Isabelle,Conseillère régionale,Auvergne-Rhône-Alpes,Ardèche,PÉCRESSE Valérie,15/02/2022,ARDECHE,07,84,07AUVERGNERHONEALPES,
M.,TALAGRAND,Michel,Maire,Sablières,Ardèche,PÉCRESSE Valérie,15/02/2022,ARDECHE,07,84,07SABLIERES,07202
Mme,GALLET,Françoise,Maire,Laboule,Ardèche,POUTOU Philippe,15/02/2022,ARDECHE,07,84,07LABOULE,07118
M.,PARMENTIER,Luc,Maire,Saint-André-Lachamp,Ardèche,POUTOU Philippe,15/02/2022,ARDECHE,07,84,07SAINTANDRELACHAMP,07213
Mme,BOSC,Elvire,Conseillère départementale,,Ardèche,ROUSSEL Fabien,15/02/2022,ARDECHE,07,84,07,
M.,DALVERNY,Jérôme,Maire,Prades,Ardèche,ROUSSEL Fabien,15/02/2022,ARDECHE,07,84,07PRADES,07182
M.,REYMOND,Jean-Pierre,Maire,Burzet,Ardèche,ROUSSEL Fabien,15/02/2022,ARDECHE,07,84,07BURZET,07045
Mme,DAVID,Sylvette,Maire,Quintenas,Ardèche,WENDLINGER Stéphane,15/02/2022,ARDECHE,07,84,07QUINTENAS,07188
